step,time_s,angle_q_deg,angle_th_deg,target_deg,error_q_deg,action_A,inference_ms
143,0.143000,15.086530,5.996232,17.682226,-2.595696,51.952587,0.764401
144,0.144000,15.206194,6.049250,17.682226,-2.476032,52.757198,0.764231
145,0.145000,15.322904,6.105967,17.682226,-2.359322,53.594788,0.768712
146,0.146000,15.436646,6.166428,17.682226,-2.245580,54.345238,0.786091
147,0.147000,15.547401,6.230672,17.682226,-2.134825,54.986309,0.785691
148,0.148000,15.655156,6.298732,17.682226,-2.027070,55.473789,0.766821
149,0.149000,15.759898,6.370627,17.682226,-1.922328,55.791843,0.770221
150,0.150000,15.861617,6.446365,17.682226,-1.820609,55.963120,0.775521
151,0.151000,15.960308,6.525945,17.682226,-1.721918,55.969898,0.773801
152,0.152000,16.055966,6.609350,17.682226,-1.626260,55.780514,0.928340
153,0.153000,16.148587,6.696554,17.682226,-1.533639,55.362236,0.779721
154,0.154000,16.238174,6.787512,17.682226,-1.444052,54.856152,0.987459
155,0.155000,16.324728,6.882172,17.682226,-1.357498,54.246296,0.772951
156,0.156000,16.408254,6.980478,17.682226,-1.273972,53.362988,0.769281
157,0.157000,16.488760,7.082354,17.682226,-1.193466,52.274391,0.774741
158,0.158000,16.566255,7.187711,17.682226,-1.115971,50.933987,0.781961
159,0.159000,16.640752,7.296443,17.682226,-1.041474,49.129856,0.768271
160,0.160000,16.712264,7.408416,17.682226,-0.969962,46.715481,0.776121
161,0.161000,16.780808,7.523453,17.682226,-0.901418,44.460255,0.776271
162,0.162000,16.846404,7.641377,17.682226,-0.835822,43.059795,0.771841
163,0.163000,16.909071,7.762067,17.682226,-0.773155,41.431149,0.794371
164,0.164000,16.968831,7.885400,17.682226,-0.713394,39.295773,0.782261
165,0.165000,17.025710,8.011230,17.682226,-0.656516,36.710247,0.773341
166,0.166000,17.079733,8.139374,17.682226,-0.602493,34.707458,0.764041
167,0.167000,17.130931,8.269676,17.682226,-0.551295,32.589241,0.771071
168,0.168000,17.179331,8.401981,17.682226,-0.502895,30.740597,0.790131
169,0.169000,17.224965,8.536154,17.682226,-0.457261,28.550215,0.785411
170,0.170000,17.267869,8.672040,17.682226,-0.414357,26.213114,0.787401
171,0.171000,17.308075,8.809476,17.682226,-0.374151,24.050753,0.928429
172,0.172000,17.345619,8.948304,17.682226,-0.336607,22.192284,0.766391
173,0.173000,17.380542,9.088389,17.682226,-0.301684,19.936653,0.768921
174,0.174000,17.412879,9.229574,17.682226,-0.269347,17.068556,0.765611
175,0.175000,17.442674,9.371668,17.682226,-0.239552,15.059262,0.776101
176,0.176000,17.469968,9.514513,17.682226,-0.212258,13.357749,0.784301
177,0.177000,17.494800,9.657987,17.682226,-0.187426,11.286790,0.765301
178,0.178000,17.517217,9.801952,17.682226,-0.165009,9.682031,0.776552
179,0.179000,17.537264,9.946290,17.682226,-0.144962,8.773973,0.764831
180,0.180000,17.554986,10.090932,17.682226,-0.127240,7.985539,0.768141
181,0.181000,17.570429,10.235824,17.682226,-0.111797,7.154033,0.767741
182,0.182000,17.583641,10.380917,17.682226,-0.098585,6.312904,0.774212
183,0.183000,17.594670,10.526155,17.682226,-0.087556,5.703691,0.782821
184,0.184000,17.603564,10.671494,17.682226,-0.078662,5.127023,0.772511
185,0.185000,17.610374,10.816898,17.682226,-0.071852,4.661864,0.771241
186,0.186000,17.615152,10.962333,17.682226,-0.067074,4.417360,0.776041
187,0.187000,17.617947,11.107780,17.682226,-0.064279,4.745507,0.764132
188,0.188000,17.618811,11.253254,17.682226,-0.063415,4.920403,0.776051
189,0.189000,17.617798,11.398774,17.682226,-0.064427,4.907578,0.784541
190,0.190000,17.614961,11.544341,17.682226,-0.067265,4.756857,0.770401
191,0.191000,17.610352,11.689947,17.682226,-0.071874,4.480386,0.778081
192,0.192000,17.604029,11.835571,17.682226,-0.078197,4.109165,0.957509
193,0.193000,17.596043,11.981187,17.682226,-0.086183,3.677032,0.786691
194,0.194000,17.586453,12.126758,17.682226,-0.095773,3.496598,0.781481
195,0.195000,17.575313,12.272267,17.682226,-0.106913,3.351154,0.776971
196,0.196000,17.562681,12.417699,17.682226,-0.119545,3.029149,0.761381
197,0.197000,17.548614,12.563032,17.682226,-0.133612,2.581567,0.773071
198,0.198000,17.533169,12.708234,17.682226,-0.149057,2.032422,0.778451
199,0.199000,17.516404,12.853265,17.682226,-0.165822,1.522714,0.779761
200,0.200000,17.498379,12.998086,17.682226,-0.183846,0.929802,0.774271
201,0.201000,17.479151,13.142656,17.682226,-0.203075,0.283901,0.779571
202,0.202000,17.458780,13.286925,17.682226,-0.223446,-0.408106,0.764221
203,0.203000,17.437324,13.430846,17.682226,-0.244902,-1.169152,0.766201
204,0.204000,17.414845,13.574362,17.682226,-0.267381,-2.478685,0.778851
205,0.205000,17.391400,13.717392,17.682226,-0.290826,-4.476441,0.780791
206,0.206000,17.367052,13.859799,17.682226,-0.315174,-6.224616,0.789501
207,0.207000,17.341859,14.001455,17.682226,-0.340367,-7.929921,0.784831
208,0.208000,17.315882,14.142237,17.682226,-0.366344,-9.327390,0.763152
209,0.209000,17.289179,14.282043,17.682226,-0.393047,-10.377112,0.880140
210,0.210000,17.261812,14.420797,17.682226,-0.420414,-11.184858,0.772981
211,0.211000,17.233841,14.558444,17.682226,-0.448385,-12.057635,0.971439
212,0.212000,17.205325,14.694932,17.682226,-0.476901,-13.168509,0.772601
213,0.213000,17.176322,14.830192,17.682226,-0.505904,-14.177842,0.772071
214,0.214000,17.146893,14.964161,17.682226,-0.535333,-15.339705,0.766281
215,0.215000,17.117096,15.096762,17.682226,-0.565130,-16.923748,0.785311
216,0.216000,17.086989,15.227895,17.682226,-0.595237,-19.066458,0.776212
217,0.217000,17.056630,15.357421,17.682226,-0.625596,-21.104349,0.787671
218,0.218000,17.026075,15.485198,17.682226,-0.656151,-22.896580,0.772661
219,0.219000,16.995384,15.611099,17.682226,-0.686842,-24.766335,0.766491
220,0.220000,16.964612,15.735000,17.682226,-0.717614,-26.478024,0.765561
221,0.221000,16.933813,15.856784,17.682226,-0.748413,-28.448612,0.780921
222,0.222000,16.903043,15.976326,17.682226,-0.779183,-30.092339,0.775401
223,0.223000,16.872355,16.093515,17.682226,-0.809871,-31.411741,0.786331
224,0.224000,16.841802,16.208263,17.682226,-0.840424,-32.506859,0.776781
225,0.225000,16.811438,16.320501,17.682226,-0.870788,-33.506077,0.758641
226,0.226000,16.781314,16.430174,17.682226,-0.900912,-34.489208,0.770941
227,0.227000,16.751476,16.537222,17.682226,-0.930750,-35.465244,0.778461
228,0.228000,16.721978,16.641590,17.682226,-0.960248,-36.582844,0.946159
229,0.229000,16.692866,16.743213,17.682226,-0.989360,-37.700764,0.777611
230,0.230000,16.664186,16.842026,17.682226,-1.018040,-39.592472,0.989329
231,0.231000,16.635986,16.937913,17.682226,-1.046240,-41.339138,0.775661
232,0.232000,16.608308,17.030759,17.682226,-1.073917,-42.753845,0.792571
233,0.233000,16.581196,17.120467,17.682226,-1.101030,-43.893684,0.784291
234,0.234000,16.554691,17.206964,17.682226,-1.127534,-44.759235,0.771101
235,0.235000,16.528836,17.290197,17.682226,-1.153390,-45.559879,0.770001
236,0.236000,16.503668,17.370122,17.682226,-1.178558,-46.227962,0.765281
237,0.237000,16.479225,17.446706,17.682226,-1.203001,-46.747009,0.769711
238,0.238000,16.455543,17.519922,17.682226,-1.226683,-47.143387,0.776261
239,0.239000,16.432657,17.589757,17.682226,-1.249569,-47.437702,0.783821
240,0.240000,16.410598,17.656203,17.682226,-1.271628,-47.629848,0.777721
241,0.241000,16.389401,17.719256,17.682226,-1.292825,-47.801205,0.765742
242,0.242000,16.369095,17.778916,17.682226,-1.313131,-47.906101,0.766911
243,0.243000,16.349709,17.835190,17.682226,-1.332517,-48.094715,0.762621
244,0.244000,16.331269,17.888074,17.682226,-1.350957,-48.342838,0.770161
245,0.245000,16.313799,17.937566,17.682226,-1.368427,-48.942295,0.794741
246,0.246000,16.297327,17.983634,17.682226,-1.384899,-49.622005,0.789981
247,0.247000,16.281873,18.026240,17.682226,-1.400353,-50.492302,0.952979
248,0.248000,16.267456,18.065336,17.682226,-1.414770,-51.521633,0.773472
249,0.249000,16.254098,18.100858,17.682226,-1.428128,-52.630566,0.992898
250,0.250000,16.241816,18.132737,17.682226,-1.440410,-53.485382,0.785811
251,0.251000,16.230625,18.160918,17.682226,-1.451601,-54.218204,0.782101
252,0.252000,16.220540,18.185356,17.682226,-1.461686,-55.031368,0.769482
253,0.253000,16.211570,18.206009,17.682226,-1.470656,-55.870304,0.770621
254,0.254000,16.203731,18.222830,17.682226,-1.478495,-56.521561,0.765921
255,0.255000,16.197027,18.235782,17.682226,-1.485199,-57.030380,0.775121
256,0.256000,16.191467,18.244839,17.682226,-1.490759,-57.364071,0.781401
257,0.257000,16.187057,18.249991,17.682226,-1.495169,-57.471531,0.788401
258,0.258000,16.183799,18.251239,17.682226,-1.498427,-57.192680,0.776901
259,0.259000,16.181693,18.248614,17.682226,-1.500533,-56.447037,0.763501
260,0.260000,16.180742,18.242175,17.682226,-1.501484,-55.186089,0.769641
261,0.261000,16.180944,18.232020,17.682226,-1.501282,-53.777699,0.788371
262,0.262000,16.182293,18.218263,17.682226,-1.499933,-52.661610,0.794601
263,0.263000,16.184784,18.200999,17.682226,-1.497442,-51.700436,0.789531
264,0.264000,16.188411,18.180314,17.682226,-1.493815,-50.631889,0.777921
265,0.265000,16.193164,18.156289,17.682226,-1.489061,-49.512573,0.780191
266,0.266000,16.199033,18.129007,17.682226,-1.483193,-48.229969,0.930569
267,0.267000,16.206007,18.098567,17.682226,-1.476219,-46.890499,0.769881
268,0.268000,16.214073,18.065067,17.682226,-1.468153,-45.393036,0.972109
269,0.269000,16.223214,18.028616,17.682226,-1.459012,-43.451893,0.779711
270,0.270000,16.233413,17.989351,17.682226,-1.448813,-41.234009,0.771611
271,0.271000,16.244656,17.947430,17.682226,-1.437570,-38.926247,0.769771
272,0.272000,16.256921,17.903022,17.682226,-1.425305,-37.182533,0.769222
273,0.273000,16.270188,17.856264,17.682226,-1.412037,-35.248936,0.786431
274,0.274000,16.284438,17.807292,17.682226,-1.397788,-33.813908,0.768901
275,0.275000,16.299645,17.756214,17.682226,-1.382581,-32.251240,0.773111
276,0.276000,16.315787,17.703138,17.682226,-1.366439,-30.610798,0.769111
277,0.277000,16.332838,17.648176,17.682226,-1.349388,-29.122528,0.767231
278,0.278000,16.350774,17.591436,17.682226,-1.331451,-27.914631,0.770412
279,0.279000,16.369566,17.533002,17.682226,-1.312660,-26.890329,0.791641
280,0.280000,16.389189,17.472951,17.682226,-1.293037,-25.793186,0.780171
281,0.281000,16.409613,17.411353,17.682226,-1.272613,-24.604641,0.775851
282,0.282000,16.430809,17.348288,17.682226,-1.251417,-23.415140,0.771911
283,0.283000,16.452748,17.283842,17.682226,-1.229478,-22.169464,0.762181
284,0.284000,16.475396,17.218098,17.682226,-1.206830,-20.965889,0.764942
285,0.285000,16.498723,17.151141,17.682226,-1.183503,-19.905849,0.775211
286,0.286000,16.522699,17.083049,17.682226,-1.159527,-18.735210,0.893650
287,0.287000,16.547288,17.013900,17.682226,-1.134938,-17.483063,0.778541
288,0.288000,16.572459,16.943783,17.682226,-1.109767,-16.769560,0.940019
289,0.289000,16.598174,16.872753,17.682226,-1.084052,-16.074593,0.779341
290,0.290000,16.624402,16.800858,17.682226,-1.057824,-15.273313,0.778751
291,0.291000,16.651108,16.728149,17.682226,-1.031118,-14.261554,0.768052
292,0.292000,16.678256,16.654692,17.682226,-1.003970,-13.040963,0.771081
293,0.293000,16.705808,16.580571,17.682226,-0.976418,-11.374969,0.777571
294,0.294000,16.733731,16.505897,17.682226,-0.948495,-9.659643,0.768871
295,0.295000,16.761984,16.430787,17.682226,-0.920242,-8.234390,0.777521
296,0.296000,16.790536,16.355351,17.682226,-0.891690,-6.510197,0.768682
297,0.297000,16.819344,16.279705,17.682226,-0.862882,-4.721503,0.778741
298,0.298000,16.848374,16.203972,17.682226,-0.833852,-2.963835,0.775221
299,0.299000,16.877589,16.128274,17.682226,-0.804637,-1.109519,0.776161
300,0.300000,16.906950,16.052737,17.682226,-0.775276,1.122076,0.769201
301,0.301000,16.936421,15.977511,17.682226,-0.745805,3.549690,0.778631
302,0.302000,16.965963,15.902760,17.682226,-0.716263,5.749770,0.788050
303,0.303000,16.995539,15.828637,17.682226,-0.686687,7.913713,0.775651
304,0.304000,17.025112,15.755291,17.682226,-0.657114,9.760079,0.786492
305,0.305000,17.054648,15.682850,17.682226,-0.627578,11.335901,0.850470
306,0.306000,17.084106,15.611420,17.682226,-0.598120,12.886774,0.758261
307,0.307000,17.113454,15.541100,17.682226,-0.568772,14.212844,0.935800
308,0.308000,17.142655,15.471975,17.682226,-0.539571,15.493064,0.781941
309,0.309000,17.171673,15.404126,17.682226,-0.510553,16.521832,0.775951
310,0.310000,17.200474,15.337617,17.682226,-0.481752,17.374243,0.781331
311,0.311000,17.229026,15.272499,17.682226,-0.453200,18.517265,0.788501
312,0.312000,17.257293,15.208839,17.682226,-0.424933,19.774042,0.775351
313,0.313000,17.285243,15.146711,17.682226,-0.396983,20.998133,0.769891
314,0.314000,17.312846,15.086197,17.682226,-0.369380,22.505697,0.768071
315,0.315000,17.340068,15.027391,17.682226,-0.342158,24.001278,0.774631
316,0.316000,17.366878,14.970390,17.682226,-0.315348,25.480150,0.777222
317,0.317000,17.393247,14.915294,17.682226,-0.288978,26.698416,0.775201
318,0.318000,17.419149,14.862181,17.682226,-0.263077,27.779528,0.775821
319,0.319000,17.444552,14.811123,17.682226,-0.237674,28.879860,0.775421
320,0.320000,17.469430,14.762187,17.682226,-0.212796,29.936329,0.777111
321,0.321000,17.493757,14.715436,17.682226,-0.188469,31.186211,0.770181
322,0.322000,17.517507,14.670946,17.682226,-0.164719,32.499493,0.776532
323,0.323000,17.540657,14.628798,17.682226,-0.141569,33.669491,0.779931
324,0.324000,17.563183,14.589067,17.682226,-0.119043,34.717587,0.931409
325,0.325000,17.585063,14.551822,17.682226,-0.097163,35.691956,0.774141
326,0.326000,17.606276,14.517120,17.682226,-0.075950,36.569981,0.785181
327,0.327000,17.626802,14.485011,17.682226,-0.055424,37.361641,0.789931
328,0.328000,17.646624,14.455544,17.682226,-0.035602,38.209972,0.766392
329,0.329000,17.665723,14.428766,17.682226,-0.016503,39.016941,0.756971
330,0.330000,17.684082,14.404724,17.682226,0.001856,39.728973,0.763811
331,0.331000,17.701687,14.383456,17.682226,0.019461,40.435696,0.789681
332,0.332000,17.718525,14.365005,17.682226,0.036299,41.024708,0.778801
333,0.333000,17.734581,14.349399,17.682226,0.052355,41.509159,0.802520
334,0.334000,17.749848,14.336668,17.682226,0.067622,41.855103,0.775221
335,0.335000,17.764313,14.326824,17.682226,0.082087,42.091148,0.772451
336,0.336000,17.777968,14.319873,17.682226,0.095742,42.300491,0.758001
337,0.337000,17.790807,14.315823,17.682226,0.108581,42.325836,0.769651
338,0.338000,17.802823,14.314664,17.682226,0.120597,42.580547,0.766831
339,0.339000,17.814013,14.316403,17.682226,0.131787,42.851357,0.789030
340,0.340000,17.824371,14.321047,17.682226,0.142145,42.880810,0.793090
341,0.341000,17.833897,14.328595,17.682226,0.151671,42.499615,0.770831
342,0.342000,17.842592,14.339014,17.682226,0.160366,41.736393,0.763271
343,0.343000,17.850454,14.352247,17.682226,0.168228,40.282284,0.775631
344,0.344000,17.857487,14.368191,17.682226,0.175261,38.686417,0.763481
345,0.345000,17.863694,14.386721,17.682226,0.181468,37.180099,0.943839
346,0.346000,17.869079,14.407721,17.682226,0.186853,35.801640,0.780641
347,0.347000,17.873647,14.431078,17.682226,0.191421,34.382545,0.773521
348,0.348000,17.877409,14.456690,17.682226,0.195183,33.412769,0.781151
349,0.349000,17.880368,14.484477,17.682226,0.198142,32.379604,0.797711
350,0.350000,17.882537,14.514362,17.682226,0.200311,31.126610,0.775241
351,0.351000,17.883923,14.546262,17.682226,0.201697,29.599939,0.768771
352,0.352000,17.884540,14.580072,17.682226,0.202314,28.067204,0.767452
353,0.353000,17.884396,14.615681,17.682226,0.202170,26.622173,0.762921
354,0.354000,17.883508,14.652982,17.682226,0.201282,24.953268,0.771021
355,0.355000,17.881889,14.691862,17.682226,0.199664,23.207508,0.785121
356,0.356000,17.879554,14.732194,17.682226,0.197328,21.457951,0.784921
357,0.357000,17.876518,14.773856,17.682226,0.194292,19.869253,0.773912
358,0.358000,17.872795,14.816734,17.682226,0.190569,18.674782,0.765501
359,0.359000,17.868403,14.860738,17.682226,0.186177,17.529083,0.766061
