wall_time_s,controller_clock_s,fault_code,armed,stop_request,policy_output_numeric,heartbeat,raw_candidate,statusword,controlword,drive_state_internal,mode_command,actual_torque_raw,ethercat_init,safe_command_raw,pre_integer_command_raw,pdo_command_int16_raw,mapping_error_raw,q_link_rad,dq_link_rad_s,theta_joint_rad,dtheta_joint_rad_s,external_target_rad,policy_target_rad
0.019467,0,0,0,0,-124.317840576172,8,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.0440653,0,0,0,0,-123.391418457031,33,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.0695188,0,0,0,0,-47.2707557678223,59,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.0975213,0,0,0,0,-4.25667142868042,86,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.1221686,0,0,0,0,-0.722478032112122,111,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.1447944,0,0,0,0,-0.444438099861145,136,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.1670354,0,0,0,0,-0.422466397285461,157,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.1906607,0,0,0,0,-0.420008778572083,180,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.2150957,0,0,0,0,-0.419757485389709,204,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.2451745,0,0,0,0,-0.419736981391907,235,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.2779937,0,0,0,0,-0.419735074043274,267,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.3135782,0,0,0,0,-0.419735074043274,301,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.3380556,0,0,0,0,-0.419735074043274,327,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.3624316,0,0,0,0,-0.419735074043274,352,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.3903506,0,0,0,0,-0.419735074043274,376,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.4144851,0,0,0,0,-0.419735074043274,404,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.4394346,0,0,0,0,-0.419735074043274,428,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.4644407,0,0,0,0,-0.419735074043274,454,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.4911711,0,0,0,0,-0.419735074043274,478,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.529932,0,0,0,0,-0.419735074043274,519,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.5588253,0,0,0,0,-0.419735074043274,548,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.5931091,0,0,0,0,-0.419735074043274,581,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.6236006,0,0,0,0,-0.419735074043274,612,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.6537181,0,0,0,0,-0.419735074043274,643,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.6862268,0,0,0,0,-0.419735074043274,674,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.7086854,0,0,0,0,-0.419735074043274,699,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.7322574,0,0,0,0,-0.419735074043274,721,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.7557235,0,0,0,0,-0.419735074043274,747,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.7813912,0,0,0,0,-0.419735074043274,770,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.8058669,0,0,0,0,-0.419735074043274,795,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.831341,0,0,0,0,-0.419735074043274,819,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.8565781,0,0,0,0,-0.419735074043274,845,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.8827521,0,0,0,0,-0.419735074043274,870,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.9081287,0,0,0,0,-0.419735074043274,897,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.9302806,0,0,0,0,-0.419735074043274,922,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.9543065,0,0,0,0,-0.419735074043274,943,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.97645,0,0,0,0,-0.419735074043274,967,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.9994718,0,0,0,0,-0.419735074043274,990,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.0239936,0,0,0,0,-0.419735074043274,1013,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.046951,0,0,0,0,-0.419735074043274,1037,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.0735839,0,0,0,0,-0.419735074043274,1061,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.0997925,0,0,0,0,-0.419735074043274,1088,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.1320553,0,0,0,0,-0.419735074043274,1122,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.1723817,0,0,0,0,-0.419735074043274,1158,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.2144002,0,0,0,0,-0.419735074043274,1200,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.2406073,0,0,0,0,-0.419735074043274,1228,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.2639592,0,0,0,0,-0.419735074043274,1254,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.2893599,0,0,0,0,-0.419735074043274,1277,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.3132315,0,0,0,0,-0.419735074043274,1303,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.3394085,0,0,0,0,-0.419735074043274,1327,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.3629226,0,0,0,0,-0.419735074043274,1353,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.3883288,0,0,0,0,-0.419735074043274,1375,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.424732,0,0,0,0,-0.419735074043274,1415,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.4608531,0,0,0,0,-0.419735074043274,1448,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.4881347,0,0,0,0,-0.419735074043274,1475,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5129468,0,0,0,0,-0.419735074043274,1501,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5363724,0,0,0,0,-0.419735074043274,1526,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5668605,0,0,0,0,-0.419735074043274,1551,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5920372,0,0,0,0,-0.419735074043274,1580,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6284569,0,0,0,0,-0.419735074043274,1617,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6609379,0,0,0,0,-0.419735074043274,1649,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6930017,0,0,0,0,-0.419735074043274,1680,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.7150354,0,0,0,0,-0.419735074043274,1706,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.7389562,0,0,0,0,-0.419735074043274,1729,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.7635618,0,0,0,0,-0.419735074043274,1752,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.790642,0,0,0,0,-0.419735074043274,1777,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.8168771,0,0,0,0,-0.419735074043274,1805,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.8436911,0,0,0,0,-0.419735074043274,1831,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.8699658,0,0,0,0,-0.419735074043274,1858,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.8957882,0,0,0,0,-0.419735074043274,1886,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9200732,0,0,0,0,-0.419735074043274,1910,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.943137,0,0,0,0,-0.419735074043274,1933,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9675978,0,0,0,0,-0.419735074043274,1956,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9934086,0,0,0,0,-0.419735074043274,1983,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0213709,0,0,0,0,-0.419735074043274,2007,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0478877,0,0,0,0,-0.419735074043274,2037,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0793055,0,0,0,0,-0.419735074043274,2067,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1102042,0,0,0,0,-0.419735074043274,2100,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1362149,0,0,0,0,-0.419735074043274,2125,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1614101,0,0,0,0,-0.419735074043274,2149,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1899369,0,0,0,0,-0.419735074043274,2176,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
