wall_time_s,controller_clock_s,fault_code,armed,stop_request,policy_output_numeric,heartbeat,raw_candidate,statusword,controlword,drive_state_internal,mode_command,actual_torque_raw,ethercat_init,safe_command_raw,pre_integer_command_raw,pdo_command_int16_raw,mapping_error_raw,q_link_rad,dq_link_rad_s,theta_joint_rad,dtheta_joint_rad_s,external_target_rad,policy_target_rad
1.4877407,0,0,0,0,-0.419735074043274,1473,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5250169,0,0,0,0,-0.419735074043274,1503,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5546483,0,0,0,0,-0.419735074043274,1543,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.5866225,0,0,0,0,-0.419735074043274,1574,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6149793,0,0,0,0,-0.419735074043274,1605,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6489192,0,0,0,0,-0.419735074043274,1639,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.6765732,0,0,0,0,-0.419735074043274,1667,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.7151454,0,0,0,0,-0.419735074043274,1701,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.754473,0,0,0,0,-0.419735074043274,1737,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.7851751,0,0,0,0,-0.419735074043274,1770,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.809439,0,0,0,0,-0.419735074043274,1801,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.8512867,0,0,0,0,-0.419735074043274,1833,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9029437,0,0,0,0,-0.419735074043274,1881,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9377798,0,0,0,0,-0.419735074043274,1925,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9626901,0,0,0,0,-0.419735074043274,1953,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1.9873323,0,0,0,0,-0.419735074043274,1977,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0239303,0,0,0,0,-0.419735074043274,2009,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0615042,0,0,0,0,-0.419735074043274,2049,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.0974285,0,0,0,0,-0.419735074043274,2079,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1375326,0,0,0,0,-0.419735074043274,2125,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1685502,0,0,0,0,-0.419735074043274,2154,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.1964762,0,0,0,0,-0.419735074043274,2185,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.2257505,0,0,0,0,-0.419735074043274,2212,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.2600868,0,0,0,0,-0.419735074043274,2247,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.2867519,0,0,0,0,-0.419735074043274,2278,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.3195845,0,0,0,0,-0.419735074043274,2310,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.3590107,0,0,0,0,-0.419735074043274,2350,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.3856187,0,0,0,0,-0.419735074043274,2376,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.4138061,0,0,0,0,-0.419735074043274,2402,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.4529028,0,0,0,0,-0.419735074043274,2431,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.4798227,0,0,0,0,-0.419735074043274,2469,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.5119137,0,0,0,0,-0.419735074043274,2503,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.5353696,0,0,0,0,-0.419735074043274,2526,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.5632987,0,0,0,0,-0.419735074043274,2553,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.602796,0,0,0,0,-0.419735074043274,2590,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.6491135,0,0,0,0,-0.419735074043274,2633,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.6755165,0,0,0,0,-0.419735074043274,2664,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.7094132,0,0,0,0,-0.419735074043274,2691,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.7359435,0,0,0,0,-0.419735074043274,2727,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.7647775,0,0,0,0,-0.419735074043274,2754,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.808957,0,0,0,0,-0.419735074043274,2784,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.84623,0,0,0,0,-0.419735074043274,2835,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.8777625,0,0,0,0,-0.419735074043274,2865,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.9072537,0,0,0,0,-0.419735074043274,2898,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.9354966,0,0,0,0,-0.419735074043274,2925,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.0127217,0,0,0,0,-0.419735074043274,2960,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.0514623,0,0,0,0,-0.419735074043274,3034,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.0789877,0,0,0,0,-0.419735074043274,3067,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.1076725,0,0,0,0,-0.419735074043274,3093,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.135792,0,0,0,0,-0.419735074043274,3126,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.1777318,0,0,0,0,-0.419735074043274,3165,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.2148141,0,0,0,0,-0.419735074043274,3203,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.2468353,0,0,0,0,-0.419735074043274,3234,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.28459,0,0,0,0,-0.419735074043274,3263,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.3127054,0,0,0,0,-0.419735074043274,3303,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.3393156,0,0,0,0,-0.419735074043274,3331,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.3647301,0,0,0,0,-0.419735074043274,3354,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.3923538,0,0,0,0,-0.419735074043274,3380,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.429347,0,0,0,0,-0.419735074043274,3407,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.459984,0,0,0,0,-0.419735074043274,3447,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.4869154,0,0,0,0,-0.419735074043274,3476,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.5220483,0,0,0,0,-0.419735074043274,3510,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.5521352,0,0,0,0,-0.419735074043274,3542,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.5898981,0,0,0,0,-0.419735074043274,3573,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.6289828,0,0,0,0,-0.419735074043274,3611,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.6594665,0,0,0,0,-0.419735074043274,3645,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.6929563,0,0,0,0,-0.419735074043274,3675,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.7320659,0,0,0,0,-0.419735074043274,3709,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.7675012,0,0,0,0,-0.419735074043274,3748,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.813087,0,0,0,0,-0.419735074043274,3793,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.8531777,0,0,0,0,-0.419735074043274,3830,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.8879449,0,0,0,0,-0.419735074043274,3868,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.9222437,0,0,0,0,-0.419735074043274,3904,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3.9557023,0,0,0,0,-0.419735074043274,3943,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.0035551,0,0,0,0,-0.419735074043274,3986,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.0477558,0,0,0,0,-0.419735074043274,4036,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.0778644,0,0,0,0,-0.419735074043274,4064,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.1115564,0,0,0,0,-0.419735074043274,4094,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.140127,0,0,0,0,-0.419735074043274,4129,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.1895657,0,0,0,0,-0.419735074043274,4173,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.222895,0,0,0,0,-0.419735074043274,4205,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.2593798,0,0,0,0,-0.419735074043274,4249,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.2869375,0,0,0,0,-0.419735074043274,4276,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.3231802,0,0,0,0,-0.419735074043274,4312,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.3518523,0,0,0,0,-0.419735074043274,4340,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.3931953,0,0,0,0,-0.419735074043274,4381,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.4283767,0,0,0,0,-0.419735074043274,4412,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.4553892,0,0,0,0,-0.419735074043274,4443,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.4824134,0,0,0,0,-0.419735074043274,4471,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.51115,0,0,0,0,-0.419735074043274,4501,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.5472172,0,0,0,0,-0.419735074043274,4532,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.5906073,0,0,0,0,-0.419735074043274,4562,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.6188186,0,0,0,0,-0.419735074043274,4605,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.6436326,0,0,0,0,-0.419735074043274,4632,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.6662992,0,0,0,0,-0.419735074043274,4657,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.6988323,0,0,0,0,-0.419735074043274,4681,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.7307568,0,0,0,0,-0.419735074043274,4715,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.7722152,0,0,0,0,-0.419735074043274,4754,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.8126562,0,0,0,0,-0.419735074043274,4802,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.8459323,0,0,0,0,-0.419735074043274,4833,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.8747979,0,0,0,0,-0.419735074043274,4863,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.9233263,0,0,0,0,-0.419735074043274,4898,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.9647775,0,0,0,0,-0.419735074043274,4950,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4.9913463,0,0,0,0,-0.419735074043274,4980,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.0263929,0,0,0,0,-0.419735074043274,5011,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.0557599,0,0,0,0,-0.419735074043274,5044,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.0841477,0,0,0,0,-0.419735074043274,5071,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.1092641,0,0,0,0,-0.419735074043274,5098,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.1445787,0,0,0,0,-0.419735074043274,5126,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.1894098,0,0,0,0,-0.419735074043274,5159,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.2226916,0,0,0,0,-0.419735074043274,5208,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.2483549,0,0,0,0,-0.419735074043274,5238,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.2765336,0,0,0,0,-0.419735074043274,5264,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.3071566,0,0,0,0,-0.419735074043274,5291,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.3714972,0,0,0,0,-0.419735074043274,5326,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.3982072,0,0,0,0,-0.419735074043274,5387,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.4338806,0,0,0,0,-0.419735074043274,5414,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.4594493,0,0,0,0,-0.419735074043274,5450,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.4871333,0,0,0,0,-0.419735074043274,5477,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.5190104,0,0,0,0,-0.419735074043274,5502,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.549606,0,0,0,0,-0.419735074043274,5539,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.5849118,0,0,0,0,-0.419735074043274,5569,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.6393252,0,0,0,0,-124.207145690918,5613,0,4145,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.6731689,0,0,0,0,-28.7376747131348,5659,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.7086046,0,0,0,0,-1.86965143680573,5688,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.7460543,0,0,0,0,-0.435497403144836,5734,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.7704869,0,0,0,0,-0.42079222202301,5759,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.7943615,0,0,0,0,-0.419818997383118,5785,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.8272265,0,0,0,0,-0.419740796089172,5809,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.8784421,0,0,0,0,-0.419736504554749,5852,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.9235163,0,0,0,0,-0.419735074043274,5907,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.9541711,0,0,0,0,-0.419735074043274,5941,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5.985788,0,0,0,0,-0.419735074043274,5970,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.0102616,0,0,0,0,-0.419735074043274,6000,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.0526422,0,0,0,0,-0.419735074043274,6036,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.0858504,0,0,0,0,-0.419735074043274,6071,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.128433,0,0,0,0,-0.419735074043274,6103,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.1659754,0,0,0,0,-0.419735074043274,6150,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.2091942,0,0,0,0,-0.419735074043274,6196,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.2532379,0,0,0,0,-0.419735074043274,6230,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.2844041,0,0,0,0,-0.419735074043274,6267,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.3184195,0,0,0,0,-0.419735074043274,6298,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.3447645,0,0,0,0,-0.419735074043274,6332,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.369223,0,0,0,0,-0.419735074043274,6358,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.3949841,0,0,0,0,-0.419735074043274,6383,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.4340157,0,0,0,0,-0.419735074043274,6414,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.4737079,0,0,0,0,-0.419735074043274,6448,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.5089723,0,0,0,0,-0.419735074043274,6500,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.5342345,0,0,0,0,-0.419735074043274,6524,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.569335,0,0,0,0,-0.419735074043274,6554,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.6326903,0,0,0,0,-0.419735074043274,6608,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.6592692,0,0,0,0,-0.419735074043274,6648,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.6864556,0,0,0,0,-0.419735074043274,6672,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.7214528,0,0,0,0,-0.419735074043274,6701,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.7547853,0,0,0,0,-0.419735074043274,6737,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.7996313,0,0,0,0,-0.419735074043274,6782,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.8491743,0,0,0,0,-0.419735074043274,6836,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.876456,0,0,0,0,-0.419735074043274,6864,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.9121591,0,0,0,0,-0.419735074043274,6895,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.9503679,0,0,0,0,-0.419735074043274,6932,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6.984038,0,0,0,0,-0.419735074043274,6965,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.0313761,0,0,0,0,-0.419735074043274,7018,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.0623375,0,0,0,0,-0.419735074043274,7051,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.0915229,0,0,0,0,-0.419735074043274,7077,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.1286487,0,0,0,0,-0.419735074043274,7110,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.161316,0,0,0,0,-0.419735074043274,7145,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.2048809,0,0,0,0,-0.419735074043274,7189,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.2373932,0,0,0,0,-0.419735074043274,7218,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.2803863,0,0,0,0,-0.419735074043274,7268,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.3249637,0,0,0,0,-0.419735074043274,7304,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.3531182,0,0,0,0,-0.419735074043274,7339,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.386342,0,0,0,0,-0.419735074043274,7367,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.4437596,0,0,0,0,-0.419735074043274,7400,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.4795401,0,0,0,0,-0.419735074043274,7461,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.5085356,0,0,0,0,-0.419735074043274,7494,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.5455331,0,0,0,0,-0.419735074043274,7528,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.57627,0,0,0,0,-0.419735074043274,7565,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.6087442,0,0,0,0,-0.419735074043274,7596,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
7.6424201,0,0,0,0,-0.419735074043274,7631,0,4273,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
