time_s,controller_clock_s,target_angle_deg,link_angle_deg,link_velocity_rad_s,motor_angle_deg,motor_velocity_rad_s,tracking_error_deg,policy_output_raw,safe_command_raw,pre_integer_command_raw,pdo_command_raw,actual_torque_raw,fault_code,armed
2.329,14.859,30,30.2453613281,6.54748532725e-07,28.1970703125,0,-0.245361328125,-14.5679616928,-14.5671110153,-14.5669641495,-15,-17,0,1
2.362,14.892,30,30.2453613281,8.02401700639e-09,28.1970703125,0,-0.245361328125,-14.5667276382,-14.5666732788,-14.5666732788,-15,-3,0,1
2.417,14.947,30,30.2453613281,1.62117430591e-10,28.1970703125,0,-0.245361328125,-14.5666627884,-14.5666627884,-14.5666627884,-15,-14,0,1
2.446,14.976,30,30.2453613281,0.000335631578764,28.1970703125,0,-0.245361328125,-14.5666627884,-14.4107160568,-14.426905632,-15,-14,0,1
2.476,15.006,30,30.2453613281,1.36629901135e-05,28.1970703125,0,-0.245361328125,-14.5886039734,-14.5775604248,-14.5765142441,-15,-14,0,1
2.506,15.036,30,30.2453613281,0.000204445953273,28.1970703125,0,-0.245361328125,-14.3482847214,-14.6756505966,-14.6652984619,-15,-14,0,1
2.536,15.066,30,30.2453613281,0.000977177136178,28.1970703125,0,-0.245361328125,-14.5787525177,-14.2327432632,-14.2327432632,-15,-22,0,1
2.564,15.094,30,30.2453613281,-0.00957540459831,28.1970703125,0,-0.245361328125,-14.6139287949,-14.5753135681,-14.5744829178,-15,-17,0,1
2.605,15.135,30,30.2453613281,5.60963744647e-05,28.1970703125,0,-0.245361328125,-14.6480255127,-14.5937690735,-14.5937690735,-15,-12,0,1
2.632,15.162,30,30.2453613281,0.000229543270166,28.1970703125,0,-0.245361328125,-14.3521108627,-14.7018575668,-14.6890068054,-15,-14,0,1
2.658,15.188,30,30.2453613281,0.000473914480722,28.1970703125,0,-0.245361328125,-14.5849885941,-14.4359846115,-14.4359846115,-15,-22,0,1
2.682,15.212,30,30.2453613281,0.000635277915649,28.1970703125,0,-0.245361328125,-14.6044712067,-14.290312767,-14.3378973007,-15,-17,0,1
2.714,15.244,30,30.2453613281,3.85865838552e-05,28.1970703125,0,-0.245361328125,-14.6081571579,-14.585316658,-14.5835390091,-15,-19,0,1
2.74,15.27,30,30.2453613281,0.000153349438847,28.1970703125,0,-0.245361328125,-14.7155828476,-14.6406736374,-14.6406736374,-15,-15,0,1
2.766,15.296,30,30.2453613281,1.38977468396e-05,28.1970703125,0,-0.245361328125,-14.5802021027,-14.573390007,-14.5727396011,-15,-14,0,1
2.798,15.328,30,30.2453613281,5.65753680348e-07,28.1970703125,0,-0.245361328125,-14.5671834946,-14.5669574738,-14.5669240952,-15,-7,0,1
2.831,15.361,30,30.2453613281,0.00089059158131,28.1970703125,0,-0.245361328125,-14.5970621109,-14.4488239288,-14.4569883347,-15,-19,0,1
2.862,15.392,30,30.2453613281,7.21454219956e-05,28.1970703125,0,-0.245361328125,-14.6613206863,-14.6015110016,-14.5982046127,-15,-10,0,1
2.895,15.425,30,30.2453613281,5.91593754962e-06,28.1970703125,0,-0.245361328125,-14.5730276108,-14.5698404312,-14.5695390701,-15,-17,0,1
2.92,15.45,30,30.2453613281,3.97139956476e-07,28.1970703125,0,-0.245361328125,-14.5670642853,-14.5668735504,-14.5668525696,-15,-7,0,1
2.946,15.476,30,30.2398681641,0.000825857226346,28.1970703125,0,-0.239868164062,-14.5667238235,-14.5666875839,-14.5666847229,-15,-19,0,1
2.972,15.502,30,30.2453613281,0.000703973230884,28.1970703125,0,-0.245361328125,-14.6394290924,-14.520819664,-14.5732831955,-15,-8,0,1
3.001,15.531,30,30.2453613281,0.00032699958399,28.1970703125,0,-0.245361328125,-14.3154115677,-14.7242851257,-14.7093172073,-15,-12,0,1
3.029,15.559,30,30.2453613281,2.68140241815e-05,28.1970703125,0,-0.245361328125,-14.5902843475,-14.5796337128,-14.5783977509,-15,-19,0,1
3.052,15.582,30,30.2453613281,1.80003939931e-06,28.1970703125,0,-0.245361328125,-14.5690355301,-14.5675487518,-14.5674600601,-15,-21,0,1
3.084,15.614,30,30.2453613281,5.5511519804e-05,28.1970703125,0,-0.245361328125,-14.6206502914,-14.5934925079,-14.5909366608,-15,-17,0,1
3.12,15.65,30,30.2453613281,1.84999782959e-06,28.1970703125,0,-0.245361328125,-14.5686664581,-14.5675735474,-14.5674819946,-15,-22,0,1
3.166,15.696,30,30.2453613281,0.000468220342896,28.1970703125,0,-0.245361328125,-14.59628582,-14.3552122116,-14.4179496765,-15,-12,0,1
3.227,15.757,30,30.2453613281,6.87333202904e-05,28.1970703125,0,-0.245361328125,-14.6568479538,-14.6072025299,-14.603354454,-15,-15,0,1
3.257,15.787,30,30.2453613281,1.53520295498e-06,28.1970703125,0,-0.245361328125,-14.5689058304,-14.5677881241,-14.5676794052,-15,-19,0,1
3.292,15.822,30,30.2453613281,0.000360421504411,28.1970703125,0,-0.245361328125,-14.5080385208,-14.7238616943,-14.7089357376,-15,-14,0,1
3.317,15.847,30,30.2453613281,0.000402550321837,28.1970703125,0,-0.245361328125,-14.4512968063,-14.780954361,-14.7606048584,-15,-8,0,1
3.343,15.873,30,30.2453613281,0.000275634548416,28.1970703125,0,-0.245361328125,-14.3565340042,-14.6995744705,-14.6995744705,-15,-17,0,1
3.372,15.902,30,30.2398681641,0.000756394859536,28.1970703125,0,-0.239868164062,-14.5829658508,-14.5747594833,-14.5739946365,-15,-8,0,1
3.415,15.945,30,30.2453613281,1.38309575277e-05,28.1970703125,0,-0.245361328125,-14.5867547989,-14.5756998062,-14.5727186203,-15,-22,0,1
3.444,15.974,30,30.2453613281,0.000345161065638,28.1970703125,0,-0.245361328125,-14.6478881836,-14.7330179214,-14.717215538,-15,-10,0,1
3.491,16.021,30,30.2453613281,0.000343340965514,28.1970703125,0,-0.245361328125,-14.2611951828,-14.4823513031,-14.4823513031,-15,-14,0,1
3.52,16.05,30,30.2453613281,0.000683743407194,28.1970703125,0,-0.245361328125,-14.5850410461,-14.5721940994,-14.5716781616,-15,-19,0,1
3.554,16.084,30,30.2453613281,4.59000473256e-05,28.1970703125,0,-0.245361328125,-14.6269226074,-14.5966062546,-14.5937643051,-15,-14,0,1
3.587,16.117,30,30.2453613281,0.000185178019933,28.1970703125,0,-0.245361328125,-14.5686903,-14.665397644,-14.6560173035,-15,-17,0,1
3.626,16.156,30,30.2453613281,4.13607051541e-06,28.1970703125,0,-0.245361328125,-14.5707015991,-14.5686788559,-14.5684919357,-15,-10,0,1
3.658,16.188,30,30.2453613281,0.000398358438815,28.1970703125,0,-0.245361328125,-14.3995218277,-14.7585926056,-14.7403678894,-15,-12,0,1
3.694,16.224,30,30.2453613281,9.46515942815e-05,28.1970703125,0,-0.245361328125,-14.6683206558,-14.6123714447,-14.6080255508,-15,-14,0,1
3.734,16.264,30,30.2453613281,1.73073908627e-06,28.1970703125,0,-0.245361328125,-14.5685472488,-14.5676021576,-14.5676021576,-15,-19,0,1
3.764,16.294,30,30.2453613281,0.000748214308942,28.1970703125,0,-0.245361328125,-14.6992549896,-14.3444881439,-14.3868923187,-15,-28,0,1
3.796,16.326,30,30.2453613281,2.7558878628e-05,28.1970703125,0,-0.245361328125,-14.5963115692,-14.5813932419,-14.5813932419,-15,-10,0,1
3.822,16.352,30,30.2453613281,1.121875016e-06,28.1970703125,0,-0.245361328125,-14.5688753128,-14.5675735474,-14.5674819946,-15,-7,0,1
3.853,16.383,30,30.2453613281,0.000150842337689,28.1970703125,0,-0.245361328125,-14.7131443024,-14.6394739151,-14.6325426102,-15,-8,0,1
3.881,16.411,30,30.2453613281,0.000561767224212,28.1970703125,0,-0.245361328125,-14.5775661469,-14.3316507339,-14.3508062363,-15,-8,0,1
3.91,16.44,30,30.2453613281,2.52747429386e-05,28.1970703125,0,-0.245361328125,-14.5938491821,-14.5801649094,-14.5788850784,-15,-22,0,1
3.942,16.472,30,30.2453613281,5.64671349821e-05,28.1970703125,0,-0.245361328125,-14.6215810776,-14.5939416885,-14.5913496017,-15,-14,0,1
3.976,16.506,30,30.2453613281,2.8078474088e-06,28.1970703125,0,-0.245361328125,-14.569691658,-14.5683364868,-14.5679044724,-15,-14,0,1
