time_s,controller_clock_s,target_angle_deg,link_angle_deg,link_velocity_rad_s,motor_angle_deg,motor_velocity_rad_s,tracking_error_deg,policy_output_raw,safe_command_raw,pre_integer_command_raw,pdo_command_raw,actual_torque_raw,fault_code,armed
1.277,13.817,30,31.0748291016,-0.0718535650988,28.4000976562,0.0271909197307,-1.07482910156,-1.35692942142,-4.89020586014,-4.89020586014,-6,0,0,1
1.304,13.844,30,31.0583496094,0.00298119797344,28.4058105469,-2.22168896471e-05,-1.05834960938,-13.5388622284,-17.2483787537,-18.0904960632,-19,-14,0,1
1.33,13.87,30,31.1627197266,0.0783269379892,28.4031738281,-0.000730249745857,-1.16271972656,-30.2015857697,-34.9664916992,-35.5116996765,-36,-33,0,1
1.356,13.896,30,31.3220214844,0.123969813697,28.4005371094,-0.000274483531996,-1.32202148437,-41.0430984497,-42.5059585571,-42.5059585571,-43,-40,0,1
1.379,13.919,30,31.5472412109,0.150774268285,28.4005371094,-1.64618541021e-10,-1.54724121094,-44.6790962219,-45.6686210632,-45.6686210632,-46,-40,0,1
1.406,13.946,30,31.7449951172,0.141182702478,28.4005371094,0,-1.74499511719,-45.7760810852,-45.1913452148,-45.1913452148,-46,-35,0,1
1.43,13.97,30,31.8933105469,0.0982314712169,28.4009765625,0.000130841500152,-1.89331054687,-42.9740562439,-41.6035995483,-41.4811210632,-42,-38,0,1
1.456,13.996,30,31.9647216797,0.0439365564037,28.4014160156,0.000222430777114,-1.96472167969,-37.5880355835,-35.2400970459,-35.2400970459,-35,-33,0,1
1.48,14.02,30,31.9427490234,-0.0227735695591,28.4031738281,0.003618846157,-1.94274902344,-25.7822093964,-22.85414505,-22.457572937,-22,-19,0,1
1.507,14.047,30,31.8603515625,-0.0628161212944,28.4066894531,0.00229272893222,-1.8603515625,-14.7632102966,-12.9057445526,-12.543255806,-13,-15,0,1
1.532,14.072,30,31.7395019531,-0.0978277327861,28.4093261719,0.00122980181749,-1.73950195312,-8.72415733337,-6.87186861038,-6.96117258072,-7,-10,0,1
1.557,14.097,30,31.5911865234,-0.100494091348,28.4106445313,1.9713149868e-06,-1.59118652344,-5.4472117424,-5.24746751785,-5.24746751785,-6,-8,0,1
1.581,14.121,30,31.4758300781,-0.0848913211204,28.4106445313,5.85487214266e-12,-1.47583007812,-5.72925138474,-6.28430604935,-6.31462049484,-7,-3,0,1
1.606,14.146,30,31.3989257812,-0.0543886538514,28.4106445313,0,-1.39892578125,-9.43911838531,-10.923740387,-11.1155471802,-12,-14,0,1
1.629,14.169,30,31.376953125,-0.0125476120279,28.4102050781,-2.06051955729e-05,-1.376953125,-15.1839532852,-18.3534049988,-18.3534049988,-19,-14,0,1
1.653,14.193,30,31.3934326172,0.0133354956564,28.409765625,-1.5665761623e-05,-1.39343261719,-23.1405754089,-24.6530971527,-24.7525367737,-26,-21,0,1
1.678,14.218,30,31.4593505859,0.0525629410764,28.4093261719,-3.81790812298e-07,-1.45935058594,-30.0830039978,-32.0834197998,-32.3120536804,-33,-29,0,1
1.712,14.252,30,31.5802001953,0.063203106158,28.4084472656,-0.000642824676106,-1.58020019531,-36.0125427246,-36.6756820679,-36.5994338989,-37,-38,0,1
1.743,14.283,30,31.6845703125,0.0635723589278,28.4088867188,0.000550780882122,-1.6845703125,-36.6295280457,-35.7273902893,-35.7273902893,-36,-31,0,1
1.774,14.314,30,31.7395019531,0.0226793957801,28.4088867188,8.01492205937e-12,-1.73950195312,-31.9927978516,-30.4567699432,-30.297996521,-30,-28,0,1
1.801,14.341,30,31.7449951172,-0.00807133170701,28.4093261719,6.30910299719e-05,-1.74499511719,-25.0549240112,-24.161485672,-24.161485672,-25,-24,0,1
1.827,14.367,30,31.7065429687,-0.0275072413795,28.4093261719,6.44604369882e-11,-1.70654296875,-20.8007144928,-19.0794620514,-19.0042381287,-19,-12,0,1
1.853,14.393,30,31.6461181641,-0.0369746968258,28.409765625,8.76080605394e-06,-1.64611816406,-16.7777633667,-15.8282604218,-15.8625917435,-16,-19,0,1
1.881,14.421,30,31.5911865234,-0.0395791063294,28.409765625,8.98126018001e-12,-1.59118652344,-15.2249393463,-15.4561624527,-15.4542274475,-16,-17,0,1
1.907,14.447,30,31.552734375,-0.0284585132628,28.409765625,0,-1.552734375,-16.1887226105,-16.9001159668,-17.0511722565,-18,-19,0,1
1.93,14.47,30,31.5417480469,-0.00795589188692,28.4093261719,-7.69655884483e-05,-1.54174804688,-19.2384605408,-20.2163391113,-20.2909812927,-21,-15,0,1
1.954,14.494,30,31.5362548828,-0.0025940506232,28.4093261719,-3.22237383443e-08,-1.53625488281,-22.1163444519,-22.7368354797,-22.8042907715,-23,-17,0,1
1.977,14.517,30,31.5582275391,0.0175228310571,28.4093261719,0,-1.55822753906,-24.5228729248,-25.2079868317,-25.2943115234,-26,-26,0,1
2.004,14.544,30,31.5802001953,0.0135329516767,28.4093261719,0,-1.58020019531,-26.2179355621,-26.4448890686,-26.9497051239,-27,-22,0,1
2.034,14.574,30,31.6021728516,0.0226386806368,28.4093261719,0,-1.60217285156,-27.5403709412,-27.3519668579,-27.2564220428,-28,-24,0,1
2.058,14.598,30,31.6186523437,0.016748223092,28.4093261719,0,-1.61865234375,-26.7501716614,-26.4242267609,-26.3292160034,-27,-29,0,1
2.082,14.622,30,31.6241455078,0.000547529522578,28.4093261719,0,-1.62414550781,-24.4667453766,-24.0280647278,-23.9762992859,-25,-28,0,1
2.119,14.659,30,31.6241455078,-0.000137657785444,28.4093261719,0,-1.62414550781,-23.3805713654,-23.4311847687,-23.4311847687,-24,-22,0,1
2.15,14.69,30,31.6241455078,-5.603814202e-06,28.4093261719,0,-1.62414550781,-23.4770908356,-23.4789505005,-23.4791584015,-24,-31,0,1
2.182,14.722,30,31.6186523437,-0.0020814491503,28.4093261719,0,-1.61865234375,-23.0296192169,-22.5293807983,-22.6220321655,-23,-29,0,1
2.208,14.748,30,31.6241455078,0.00676483528878,28.4093261719,0,-1.62414550781,-23.4551372528,-23.5014076233,-23.7432861328,-24,-22,0,1
2.232,14.772,30,31.6241455078,0.000992789754605,28.4093261719,0,-1.62414550781,-23.9544200897,-23.8767700195,-23.8389015198,-24,-26,0,1
2.256,14.796,30,31.6186523437,-0.00497563778902,28.4093261719,0,-1.61865234375,-23.28266716,-22.9876728058,-22.7826538086,-23,-15,0,1
2.281,14.821,30,31.6186523437,-0.000302218698607,28.4093261719,0,-1.61865234375,-23.2080936432,-23.34516716,-23.3579559326,-24,-22,0,1
2.322,14.862,30,31.6186523437,-7.46048795008e-06,28.4093261719,0,-1.61865234375,-23.4730091095,-23.4760532379,-23.4763412476,-24,-28,0,1
2.353,14.893,30,31.6186523437,-1.66634777088e-07,28.4093261719,0,-1.61865234375,-23.4788780212,-23.478975296,-23.478975296,-24,-22,0,1
2.386,14.926,30,31.6186523437,-1.23632162286e-08,28.4093261719,0,-1.61865234375,-23.4790534973,-23.4790668488,-23.4790687561,-24,-22,0,1
2.415,14.955,30,31.6186523437,-6.14818418398e-10,28.4093261719,0,-1.61865234375,-23.4790611267,-23.4790592194,-23.4790592194,-24,-24,0,1
2.445,14.985,30,31.6186523437,-3.72892827727e-11,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.476,15.016,30,31.6186523437,-1.47792889038e-12,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.502,15.042,30,31.6186523437,-1.13686837722e-13,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.527,15.067,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.552,15.092,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.585,15.125,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
2.616,15.156,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-29,0,1
2.648,15.188,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
2.679,15.219,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.706,15.246,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
2.729,15.269,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.754,15.294,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
2.778,15.318,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
2.818,15.358,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.849,15.389,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.88,15.42,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.906,15.446,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
2.93,15.47,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
2.954,15.494,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
2.978,15.518,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-26,0,1
3.004,15.544,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.028,15.568,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.054,15.594,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.077,15.617,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
3.104,15.644,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-15,0,1
3.126,15.666,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-29,0,1
3.149,15.689,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
3.185,15.725,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.211,15.751,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.242,15.782,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
3.272,15.812,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.293,15.833,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.317,15.857,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
3.341,15.881,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.368,15.908,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-17,0,1
3.397,15.937,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.428,15.968,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.46,16,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
3.493,16.033,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.522,16.062,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
3.546,16.086,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.57,16.11,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
3.598,16.138,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.629,16.169,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.66,16.2,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-19,0,1
3.693,16.233,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-17,0,1
3.716,16.256,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
3.745,16.285,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.769,16.309,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.795,16.335,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-28,0,1
3.817,16.357,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
3.841,16.381,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
3.866,16.406,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.894,16.434,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-24,0,1
3.925,16.465,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-17,0,1
3.955,16.495,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-21,0,1
3.989,16.529,30,31.6186523437,0,28.4093261719,0,-1.61865234375,-23.4790592194,-23.4790592194,-23.4790592194,-24,-22,0,1
