time_s,controller_clock_s,target_angle_deg,link_angle_deg,link_velocity_rad_s,motor_angle_deg,motor_velocity_rad_s,tracking_error_deg,policy_output_raw,safe_command_raw,pre_integer_command_raw,pdo_command_raw,actual_torque_raw,fault_code,armed
0,12.553,30,0,2.93341304473e-304,0.12568359375,0.213210860143,30,116.923149109,116.917510986,116.917510986,116,114,0,1
0.025,12.578,30,0.0274658203125,0.0233145734609,0.580078125,0.390959572887,29.9725341797,116.913597107,116.914955139,116.915283203,116,119,0,1
0.049,12.602,30,0.1318359375,0.0949431103072,1.24057617187,0.467517523794,29.8681640625,116.923545837,116.927238464,116.927703857,116,114,0,1
0.075,12.628,30,0.384521484375,0.20738670871,1.880859375,0.463810739257,29.6154785156,116.935371399,116.93787384,116.938179016,116,114,0,1
0.099,12.652,30,0.807495117187,0.36058581476,2.51323242187,0.460148591369,29.1925048828,116.941421509,116.943161011,116.943466187,116,122,0,1
0.123,12.676,30,1.44470214844,0.518001277723,3.11396484375,0.452551981156,28.5552978516,116.94985199,116.953590393,116.954330444,116,103,0,1
0.146,12.699,30,2.35656738281,0.686891054627,3.72700195312,0.451108681838,27.6434326172,116.96672821,116.975128174,116.976036072,116,117,0,1
0.17,12.723,30,3.41674804688,0.829091344209,4.37299804688,0.493415589435,26.5832519531,116.989952087,116.998985291,117.000419617,117,115,0,1
0.195,12.748,30,4.71862792969,0.960396985273,5.12973632813,0.559019003454,25.2813720703,117.030845642,117.047569275,117.047569275,117,115,0,1
0.22,12.773,30,5.98754882812,1.01824836062,5.92734375,0.654250725622,24.0124511719,117.084564209,117.098678589,117.101158142,117,117,0,1
0.244,12.797,30,7.53112792969,1.09450139775,7.0435546875,0.768715622393,22.4688720703,117.155319214,117.185585022,117.189002991,117,114,0,1
0.282,12.835,30,9.69543457031,1.16452777002,8.65986328125,0.872988058116,20.3045654297,117.292030334,117.314193726,117.319160461,117,110,0,1
0.313,12.866,30,11.7553710938,1.2246860655,10.2845214844,0.952255594149,18.2446289062,117.470375061,117.497261047,117.502952576,117,112,0,1
0.344,12.897,30,14.0734863281,1.30903791888,12.4114746094,1.04782322401,15.9265136719,117.691970825,117.767074585,117.781013489,117,117,0,1
0.372,12.925,30,16.2322998047,1.37625528862,14.0387695312,1.13773348418,13.7677001953,118.220649719,118.40851593,118.433601379,118,117,0,1
0.397,12.95,30,18.0340576172,1.30254155361,15.7368164062,1.2229149145,11.9659423828,118.398109436,117.329467773,116.979492188,116,112,0,1
0.423,12.976,30,19.951171875,1.36754595078,17.5478027344,1.17376271102,10.048828125,70.4915847778,58.0048141479,56.2133026123,54,68,0,1
0.448,13.001,30,22.0275878906,1.41009257427,19.1192871094,0.956371767694,7.97241210938,34.4255447388,29.0841674805,29.0841674805,28,29,0,1
