time_s,controller_clock_s,target_angle_deg,link_angle_deg,link_velocity_rad_s,motor_angle_deg,motor_velocity_rad_s,tracking_error_deg,policy_output_raw,safe_command_raw,pre_integer_command_raw,pdo_command_raw,actual_torque_raw,fault_code,armed
0.484,13.037,30,24.5819091797,1.42314732701,20.6784667969,0.72454094043,5.41809082031,12.576212883,9.2054605484,9.2054605484,8,12,0,1
0.514,13.067,30,26.7132568359,1.35019780705,21.7608398438,0.609989211586,3.28674316406,4.75274515152,4.19416046143,4.24211263657,4,3,0,1
0.545,13.098,30,28.6688232422,1.06223222964,22.9807617188,0.609502282607,1.33117675781,1.30982339382,1.02299678326,0.905119299889,1,-1,0,1
0.571,13.124,30,29.8443603516,0.820698794496,23.7977050781,0.637903845906,0.155639648438,-1.61234414577,-2.74581170082,-2.93953752518,-4,0,0,1
0.594,13.147,30,30.5584716797,0.587485486584,24.5830078125,0.65388746464,-0.558471679687,-6.64219379425,-8.13065910339,-8.33786869049,-9,-3,0,1
0.616,13.169,30,31.0198974609,0.336818220266,25.4491699219,0.610914369278,-1.01989746094,-9.65336704254,-9.89263439178,-9.96135997772,-10,-7,0,1
0.639,13.192,30,31.2286376953,0.145244541455,26.2867675781,0.549264977917,-1.22863769531,-8.56203651428,-8.04861831665,-8.04861831665,-9,-5,0,1
0.664,13.217,30,31.2725830078,0.0165298060091,26.9806640625,0.433527683736,-1.27258300781,-7.10180997849,-6.90373086929,-6.93825101852,-7,-1,0,1
0.689,13.242,30,31.2396240234,-0.0277768839819,27.5145996094,0.318055835865,-1.23962402344,-7.69055223465,-8.51245975494,-8.77065372467,-9,0,0,1
0.715,13.268,30,31.2176513672,-0.00391890898868,27.87890625,0.192017290252,-1.21765136719,-12.7610788345,-15.5488576889,-15.5488576889,-16,-7,0,1
0.74,13.293,30,31.2780761719,0.0527908257459,28.0494140625,0.0367663508862,-1.27807617188,-20.77643013,-23.4346027374,-23.6591529846,-24,-22,0,1
0.767,13.32,30,31.4099121094,0.109878062085,28.0520507812,1.34909896587e-06,-1.40991210937,-25.9374866486,-29.1719303131,-29.6423797607,-31,-28,0,1
0.792,13.345,30,31.6241455078,0.155936105985,28.0520507812,6.51408527119e-09,-1.62414550781,-35.6372451782,-37.3185195923,-37.528049469,-38,-40,0,1
0.818,13.371,30,31.8713378906,0.181963998261,28.0520507812,0,-1.87133789063,-39.5730857849,-40.1017684937,-40.0934562683,-41,-43,0,1
0.843,13.396,30,32.1350097656,0.180392007148,28.0520507812,0,-2.13500976563,-40.4395256042,-40.2061462402,-40.049041748,-41,-40,0,1
0.872,13.425,30,32.3547363281,0.13745067292,28.0524902344,1.5816681298e-08,-2.35473632813,-38.3026580811,-37.044834137,-36.8680839539,-37,-35,0,1
0.903,13.456,30,32.5085449219,0.0738974321401,28.0542480469,0.00065208577405,-2.50854492188,-29.985408783,-26.7723026276,-26.1899394989,-27,-29,0,1
0.935,13.488,30,32.5250244141,-0.00533490089663,28.0634765625,0.0107945961906,-2.52502441406,-17.0345172882,-13.8010425568,-13.8010425568,-14,-12,0,1
0.969,13.522,30,32.4261474609,-0.0727877005531,28.1109375,0.0451259337933,-2.42614746094,-7.23119497299,-6.07615423203,-5.97617197037,-6,-3,0,1
0.991,13.544,30,32.2998046875,-0.0971160872244,28.1799316406,0.0580058273645,-2.2998046875,-4.27170038223,-3.74580931664,-3.7252099514,-4,-7,0,1
1.014,13.567,30,32.16796875,-0.10038226522,28.2625488281,0.0670039560316,-2.16796875,-4.25049257278,-4.77749013901,-4.77749013901,-5,-1,0,1
1.038,13.591,30,32.0471191406,-0.0742949075719,28.3456054687,0.033933840012,-2.04711914062,-6.83018541336,-8.55403995514,-8.73403835297,-9,-7,0,1
1.077,13.63,30,31.9812011719,-0.0165038468622,28.3574707031,-0.000222415128746,-1.98120117188,-13.7503929138,-16.1173439026,-16.1173439026,-17,-22,0,1
1.108,13.661,30,32.0196533203,0.0285706534332,28.35703125,-1.56657101797e-05,-2.01965332031,-23.687456131,-25.8394641876,-26.2065639496,-27,-29,0,1
1.139,13.692,30,32.1295166016,0.0711977282815,28.3561523437,-0.000378158824503,-2.12951660156,-32.1205596924,-33.9381141663,-33.9381141663,-35,-35,0,1
1.166,13.719,30,32.2668457031,0.0921563901485,28.3561523437,-2.26748397836e-10,-2.26684570312,-36.2480621338,-36.872467041,-36.8970375061,-37,-38,0,1
1.192,13.745,30,32.3822021484,0.0876365623267,28.3561523437,0,-2.38220214844,-37.5358047485,-37.2442588806,-37.220741272,-38,-40,0,1
1.222,13.775,30,32.4975585938,0.061851654488,28.3561523437,0,-2.49755859375,-34.9829711914,-34.143081665,-34.143081665,-35,-33,0,1
1.245,13.798,30,32.5524902344,0.0403705424203,28.3565917969,2.24573454943e-07,-2.55249023437,-31.2744922638,-29.8490371704,-29.4923934937,-30,-33,0,1
1.281,13.834,30,32.5579833984,-0.0039708525735,28.35703125,1.32102059069e-07,-2.55798339844,-22.5756149292,-21.4422931671,-21.1924362183,-21,-29,0,1
1.312,13.865,30,32.5030517578,-0.0326535471914,28.3579101562,0.000222432444161,-2.50305175781,-16.552230835,-15.7126150131,-15.7126150131,-16,-19,0,1
1.343,13.896,30,32.3986816406,-0.0487029002004,28.3579101562,2.84217094304e-13,-2.39868164062,-12.7168216705,-12.0963745117,-12.1373109818,-13,-7,0,1
1.374,13.927,30,32.3272705078,-0.0533474783035,28.3579101562,0.00175079231821,-2.32727050781,-12.2005681992,-12.2872858047,-12.3090600967,-13,-10,0,1
1.4,13.953,30,32.2668457031,-0.034808838049,28.3579101562,-4.24358477744e-05,-2.26684570312,-12.6564760208,-13.6024627686,-13.6024627686,-14,-10,0,1
1.425,13.978,30,32.2393798828,-0.0142046834376,28.3579101562,-2.54658516496e-11,-2.23937988281,-16.3048343658,-17.2085857391,-17.2085857391,-18,-14,0,1
1.454,14.007,30,32.2338867188,-0.0016648915007,28.3579101562,0,-2.23388671875,-20.236749649,-20.9026279449,-20.9649200439,-22,-19,0,1
1.483,14.036,30,32.255859375,0.0151800634595,28.3574707031,-0.0018577621999,-2.255859375,-23.3227138519,-23.9756565094,-23.9756565094,-25,-17,0,1
1.514,14.067,30,32.2998046875,0.02305447678,28.3574707031,-1.14427276685e-05,-2.2998046875,-25.8962020874,-26.1010570526,-26.3692722321,-27,-28,0,1
1.545,14.098,30,32.3547363281,0.0269758174641,28.3579101562,0.00174179265395,-2.35473632813,-27.1847000122,-26.965265274,-26.8903408051,-27,-24,0,1
1.571,14.124,30,32.3876953125,0.0222014617123,28.3579101562,0.000168859230087,-2.3876953125,-26.2105560303,-25.9552879333,-25.5938873291,-26,-24,0,1
1.595,14.148,30,32.4041748047,0.00977935076719,28.3579101562,1.12437419375e-08,-2.40417480469,-24.7729759216,-24.1061134338,-24.1061134338,-25,-24,0,1
1.632,14.185,30,32.4041748047,-0.00790304195107,28.3579101562,0,-2.40417480469,-22.0077400208,-21.6890048981,-21.6595039368,-22,-19,0,1
1.669,14.222,30,32.3931884766,-0.00763574763664,28.3579101562,0,-2.39318847656,-20.1096801758,-20.0942783356,-20.0942783356,-20,-24,0,1
1.699,14.252,30,32.3767089844,-0.00711868048938,28.3579101562,0,-2.37670898437,-19.4039497375,-19.3575019836,-19.3504447937,-20,-15,0,1
1.731,14.284,30,32.3602294922,-0.00556277375665,28.3579101562,0,-2.36022949219,-20.1231460571,-19.7133178711,-19.6741294861,-20,-17,0,1
1.764,14.317,30,32.3602294922,0.00095601221642,28.3579101562,0,-2.36022949219,-20.6784553528,-21.3495788574,-21.5640563965,-22,-19,0,1
1.792,14.345,30,32.3602294922,0.000140785708254,28.3579101562,0,-2.36022949219,-21.5344753265,-21.4884815216,-21.4831829071,-22,-22,0,1
1.823,14.376,30,32.3602294922,5.7311465298e-06,28.3579101562,0,-2.36022949219,-21.4372692108,-21.4349498749,-21.4347343445,-22,-21,0,1
1.856,14.409,30,32.3602294922,2.57852775576e-07,28.3579101562,0,-2.36022949219,-21.4328670502,-21.4327812195,-21.4327735901,-22,-24,0,1
1.878,14.431,30,32.3602294922,2.33686705542e-08,28.3579101562,0,-2.36022949219,-21.432718277,-21.4326972961,-21.4326972961,-22,-22,0,1
1.903,14.456,30,32.3602294922,1.9161916498e-09,28.3579101562,0,-2.36022949219,-21.4327049255,-21.4327068329,-21.4327030182,-22,-21,0,1
1.928,14.481,30,32.3602294922,1.73599801201e-10,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-14,0,1
1.954,14.507,30,32.3602294922,1.28466126625e-11,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
1.978,14.531,30,32.3602294922,7.95807864051e-13,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.008,14.561,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
2.039,14.592,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.073,14.626,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.103,14.656,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.136,14.689,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.169,14.722,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.192,14.745,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.217,14.77,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-28,0,1
2.239,14.792,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.275,14.828,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-14,0,1
2.307,14.86,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-12,0,1
2.339,14.892,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.367,14.92,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.392,14.945,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.414,14.967,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.438,14.991,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-12,0,1
2.477,15.03,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.51,15.063,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-15,0,1
2.539,15.092,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.564,15.117,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.588,15.141,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.609,15.162,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.634,15.187,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
2.656,15.209,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.679,15.232,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.701,15.254,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.723,15.276,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.746,15.299,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.772,15.325,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.802,15.355,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
2.834,15.387,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.869,15.422,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.892,15.445,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
2.914,15.467,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
2.936,15.489,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
2.962,15.515,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
2.987,15.54,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.014,15.567,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-14,0,1
3.04,15.593,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.068,15.621,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.092,15.645,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-31,0,1
3.116,15.669,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
3.14,15.693,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.178,15.731,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.21,15.763,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.241,15.794,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.269,15.822,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.295,15.848,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.318,15.871,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
3.342,15.895,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
3.38,15.933,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.411,15.964,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
3.443,15.996,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-14,0,1
3.472,16.025,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.499,16.052,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.522,16.075,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.545,16.098,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.582,16.135,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.615,16.168,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
3.646,16.199,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.674,16.227,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
3.7,16.253,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-15,0,1
3.724,16.277,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.748,16.301,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-22,0,1
3.774,16.327,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-24,0,1
3.799,16.352,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-29,0,1
3.823,16.376,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-14,0,1
3.849,16.402,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.879,16.432,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
3.904,16.457,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-21,0,1
3.928,16.481,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
3.953,16.506,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-17,0,1
3.975,16.528,30,32.3602294922,0,28.3579101562,0,-2.36022949219,-21.4326992035,-21.4326992035,-21.4326992035,-22,-19,0,1
