step,time(s),angle(deg),motor_angle(deg),target(deg),error(deg),action,reward
2162,2.162000,89.318207,99.966370,90.000000,-0.681789,-89.717972,0.991119
2163,2.163000,89.313118,99.971230,90.000000,-0.686878,-88.727310,0.991418
2164,2.164000,89.310402,99.969810,90.000000,-0.689596,-87.668007,0.991770
2165,2.165000,89.310043,99.962166,90.000000,-0.689952,-86.509453,0.992171
2166,2.166000,89.312050,99.948341,90.000000,-0.687950,-85.229897,0.992618
2167,2.167000,89.316406,99.928391,90.000000,-0.683593,-83.947571,0.993103
2168,2.168000,89.323112,99.902405,90.000000,-0.676885,-82.737953,0.993622
2169,2.169000,89.332153,99.870438,90.000000,-0.667842,-81.517120,0.994167
2170,2.170000,89.343513,99.832596,90.000000,-0.656484,-80.288132,0.994732
2171,2.171000,89.357178,99.788963,90.000000,-0.642823,-79.086548,0.995309
2172,2.172000,89.373116,99.739632,90.000000,-0.626882,-77.517136,0.995890
2173,2.173000,89.391319,99.684708,90.000000,-0.608679,-75.685173,0.996467
2174,2.174000,89.411751,99.624290,90.000000,-0.588250,-74.078262,0.997031
2175,2.175000,89.434380,99.558502,90.000000,-0.565622,-72.186806,0.997572
2176,2.176000,89.459175,99.487411,90.000000,-0.540821,-70.134232,0.998083
2177,2.177000,89.486115,99.411140,90.000000,-0.513883,-67.816650,0.998553
2178,2.178000,89.515144,99.329765,90.000000,-0.484855,-65.471870,0.998973
2179,2.179000,89.546234,99.243423,90.000000,-0.453764,-63.019981,0.999334
2180,2.180000,89.579330,99.152229,90.000000,-0.420664,-60.246193,0.999627
2181,2.181000,89.614403,99.056320,90.000000,-0.385591,-57.348854,0.999841
2182,2.182000,89.651390,98.955841,90.000000,-0.348606,-54.964966,0.999967
2183,2.183000,89.690254,98.850945,90.000000,-0.309742,-52.564533,0.999998
2184,2.184000,89.730934,98.741791,90.000000,-0.269062,-50.093658,0.999924
2185,2.185000,89.773376,98.628563,90.000000,-0.226619,-47.679874,0.999736
2186,2.186000,89.817528,98.511436,90.000000,-0.182468,-45.181786,0.999427
2187,2.187000,89.863327,98.390602,90.000000,-0.136672,-42.529655,0.998990
2188,2.188000,89.910713,98.266289,90.000000,-0.089284,-39.704407,0.998417
2189,2.189000,89.959633,98.138649,90.000000,-0.040366,-36.823559,0.997702
2190,2.190000,90.010002,98.007889,90.000000,0.010006,-33.871895,0.996840
2191,2.191000,90.061775,97.874153,90.000000,0.061779,-30.888952,0.995824
2192,2.192000,90.114876,97.737633,90.000000,0.114877,-28.048355,0.994652
2193,2.193000,90.169228,97.598488,90.000000,0.169232,-25.424101,0.993319
2194,2.194000,90.224777,97.456909,90.000000,0.224782,-22.659569,0.991823
2195,2.195000,90.281441,97.313103,90.000000,0.281445,-19.871029,0.990161
2196,2.196000,90.339149,97.167252,90.000000,0.339153,-16.858017,0.988333
2197,2.197000,90.397827,97.019577,90.000000,0.397831,-13.795106,0.986338
2198,2.198000,90.457405,96.870277,90.000000,0.457404,-10.565742,0.984177
2199,2.199000,90.517784,96.719559,90.000000,0.517790,-7.045418,0.981852
2200,2.200000,90.578926,96.567604,90.000000,0.578927,-3.052826,0.979364
2201,2.201000,90.640724,96.414604,90.000000,0.640726,1.449814,0.976717
2202,2.202000,90.703110,96.260750,90.000000,0.703113,6.371826,0.973915
2203,2.203000,90.766006,96.106224,90.000000,0.766006,11.405572,0.970963
2204,2.204000,90.829323,95.951263,90.000000,0.829328,15.822055,0.967866
2205,2.205000,90.892998,95.796074,90.000000,0.892999,20.104683,0.964631
2206,2.206000,90.956940,95.640892,90.000000,0.956944,23.917267,0.961266
2207,2.207000,91.021072,95.485992,90.000000,1.021072,27.240379,0.957777
2208,2.208000,91.085312,95.331680,90.000000,1.085317,30.140326,0.954173
2209,2.209000,91.149590,95.178268,90.000000,1.149589,32.704472,0.950464
2210,2.210000,91.213821,95.026138,90.000000,1.213820,34.955288,0.946658
2211,2.211000,91.277916,94.875572,90.000000,1.277915,37.016834,0.942767
2212,2.212000,91.341812,94.726875,90.000000,1.341811,39.070606,0.938799
2213,2.213000,91.405426,94.580299,90.000000,1.405427,40.896084,0.934767
2214,2.214000,91.468681,94.436073,90.000000,1.468682,42.691772,0.930681
2215,2.215000,91.531494,94.294380,90.000000,1.531499,43.964481,0.926551
2216,2.216000,91.593819,94.155380,90.000000,1.593818,44.927204,0.922391
2217,2.217000,91.655548,94.019211,90.000000,1.655549,45.696503,0.918211
2218,2.218000,91.716621,93.885994,90.000000,1.716624,46.192238,0.914023
2219,2.219000,91.776978,93.755852,90.000000,1.776983,46.439137,0.909838
2220,2.220000,91.836540,93.628899,90.000000,1.836542,46.403069,0.905669
2221,2.221000,91.895248,93.505234,90.000000,1.895248,46.161934,0.901527
2222,2.222000,91.953018,93.384933,90.000000,1.953017,45.794941,0.897422
2223,2.223000,92.009804,93.268059,90.000000,2.009804,45.338303,0.893368
2224,2.224000,92.065521,93.154640,90.000000,2.065524,44.785454,0.889374
2225,2.225000,92.120132,93.044708,90.000000,2.120138,44.140823,0.885452
2226,2.226000,92.173569,92.938240,90.000000,2.173571,43.453575,0.881612
2227,2.227000,92.225769,92.835243,90.000000,2.225774,42.791145,0.877864
2228,2.228000,92.276680,92.735672,90.000000,2.276680,42.174789,0.874219
2229,2.229000,92.326241,92.639496,90.000000,2.326246,41.653385,0.870686
2230,2.230000,92.374413,92.546661,90.000000,2.374413,41.178703,0.867275
2231,2.231000,92.421120,92.457115,90.000000,2.421124,40.768757,0.863994
2232,2.232000,92.466339,92.370811,90.000000,2.466340,40.534817,0.860852
2233,2.233000,92.510010,92.287682,90.000000,2.510012,40.482151,0.857858
2234,2.234000,92.552086,92.207664,90.000000,2.552086,40.563560,0.855018
2235,2.235000,92.592529,92.130722,90.000000,2.592528,40.757999,0.852341
2236,2.236000,92.631279,92.056793,90.000000,2.631282,41.071373,0.849833
2237,2.237000,92.668320,91.985840,90.000000,2.668323,41.449913,0.847500
2238,2.238000,92.703598,91.917824,90.000000,2.703600,41.948723,0.845350
2239,2.239000,92.737076,91.852730,90.000000,2.737075,42.548622,0.843386
2240,2.240000,92.768723,91.790535,90.000000,2.768726,43.166866,0.841615
2241,2.241000,92.798500,91.731239,90.000000,2.798499,43.843414,0.840041
2242,2.242000,92.826378,91.674858,90.000000,2.826380,44.585754,0.838668
2243,2.243000,92.852325,91.621391,90.000000,2.852328,45.372406,0.837500
2244,2.244000,92.876312,91.570869,90.000000,2.876315,46.274517,0.836540
2245,2.245000,92.898315,91.523308,90.000000,2.898315,47.270222,0.835790
2246,2.246000,92.918304,91.478752,90.000000,2.918308,48.405895,0.835254
2247,2.247000,92.936256,91.437233,90.000000,2.936257,49.652248,0.834932
2248,2.248000,92.952156,91.398796,90.000000,2.952158,51.119247,0.834827
2249,2.249000,92.965973,91.363464,90.000000,2.965975,52.729515,0.834938
2250,2.250000,92.977699,91.331299,90.000000,2.977703,54.448849,0.835266
2251,2.251000,92.987312,91.302345,90.000000,2.987313,56.296837,0.835811
2252,2.252000,92.994804,91.276665,90.000000,2.994806,58.594269,0.836572
2253,2.253000,93.000160,91.254318,90.000000,3.000160,61.184914,0.837547
2254,2.254000,93.003365,91.235397,90.000000,3.003371,64.454208,0.838735
2255,2.255000,93.004417,91.219963,90.000000,3.004422,68.075851,0.840133
2256,2.256000,93.003304,91.208145,90.000000,3.003309,71.953613,0.841739
2257,2.257000,93.000038,91.200020,90.000000,3.000037,75.646439,0.843548
2258,2.258000,92.994598,91.195732,90.000000,2.994601,78.752983,0.845558
2259,2.259000,92.986992,91.195412,90.000000,2.986992,81.157578,0.847762
2260,2.260000,92.977219,91.199226,90.000000,2.977225,82.898933,0.850155
2261,2.261000,92.965294,91.207375,90.000000,2.965299,83.892334,0.852733
2262,2.262000,92.951218,91.220116,90.000000,2.951222,84.217461,0.855487
2263,2.263000,92.934998,91.237686,90.000000,2.935000,84.041969,0.858412
2264,2.264000,92.916649,91.260338,90.000000,2.916655,83.513512,0.861500
2265,2.265000,92.896187,91.288277,90.000000,2.896191,82.824905,0.864742
2266,2.266000,92.873627,91.321678,90.000000,2.873631,82.041298,0.868130
2267,2.267000,92.848999,91.360626,90.000000,2.849001,81.187164,0.871654
2268,2.268000,92.822304,91.405182,90.000000,2.822309,80.147842,0.875305
2269,2.269000,92.793594,91.455338,90.000000,2.793595,78.931252,0.879073
2270,2.270000,92.762878,91.511063,90.000000,2.762880,77.660645,0.882947
2271,2.271000,92.730194,91.572289,90.000000,2.730197,76.301086,0.886915
2272,2.272000,92.695587,91.638931,90.000000,2.695589,74.782753,0.890967
2273,2.273000,92.659073,91.710922,90.000000,2.659075,73.172745,0.895091
2274,2.274000,92.620705,91.788177,90.000000,2.620709,71.523170,0.899274
2275,2.275000,92.580528,91.870598,90.000000,2.580527,69.737000,0.903505
2276,2.276000,92.538567,91.958084,90.000000,2.538569,67.783791,0.907771
2277,2.277000,92.494896,92.050537,90.000000,2.494897,66.010773,0.912058
2278,2.278000,92.449539,92.147842,90.000000,2.449545,64.049194,0.916355
2279,2.279000,92.402573,92.249886,90.000000,2.402574,61.867607,0.920649
2280,2.280000,92.354027,92.356552,90.000000,2.354031,59.625908,0.924926
2281,2.281000,92.303978,92.467690,90.000000,2.303980,57.232780,0.929175
2282,2.282000,92.252480,92.583183,90.000000,2.252480,54.736088,0.933382
2283,2.283000,92.199577,92.702888,90.000000,2.199580,52.392128,0.937535
2284,2.284000,92.145355,92.826660,90.000000,2.145355,49.996544,0.941623
2285,2.285000,92.089867,92.954353,90.000000,2.089867,47.618164,0.945633
2286,2.286000,92.033173,93.085823,90.000000,2.033176,45.267704,0.949554
2287,2.287000,91.975357,93.220894,90.000000,1.975359,42.966988,0.953376
2288,2.288000,91.916481,93.359413,90.000000,1.916483,40.706474,0.957088
2289,2.289000,91.856613,93.501183,90.000000,1.856616,38.458519,0.960680
2290,2.290000,91.795830,93.646034,90.000000,1.795834,36.233891,0.964143
2291,2.291000,91.734207,93.793800,90.000000,1.734212,34.013054,0.967470
2292,2.292000,91.671829,93.944313,90.000000,1.671832,31.808468,0.970652
2293,2.293000,91.608757,94.097404,90.000000,1.608762,29.303207,0.973682
2294,2.294000,91.545082,94.252914,90.000000,1.545084,26.215969,0.976555
2295,2.295000,91.480873,94.410683,90.000000,1.480874,22.428875,0.979266
2296,2.296000,91.416222,94.570549,90.000000,1.416226,17.897930,0.981809
2297,2.297000,91.351204,94.732368,90.000000,1.351203,12.717646,0.984183
2298,2.298000,91.285896,94.895981,90.000000,1.285899,7.210800,0.986385
2299,2.299000,91.220398,95.061234,90.000000,1.220398,1.563340,0.988413
2300,2.300000,91.154778,95.227959,90.000000,1.154780,-3.569299,0.990266
2301,2.301000,91.089127,95.395958,90.000000,1.089128,-8.239758,0.991947
2302,2.302000,91.023529,95.564972,90.000000,1.023531,-12.459866,0.993455
2303,2.303000,90.958069,95.734680,90.000000,0.958071,-16.385593,0.994793
2304,2.304000,90.892830,95.904747,90.000000,0.892835,-20.268730,0.995965
2305,2.305000,90.827911,96.074768,90.000000,0.827914,-24.179630,0.996975
2306,2.306000,90.763382,96.244354,90.000000,0.763383,-27.842560,0.997827
2307,2.307000,90.699326,96.413155,90.000000,0.699329,-31.390184,0.998527
2308,2.308000,90.635841,96.580833,90.000000,0.635843,-34.668713,0.999083
2309,2.309000,90.573006,96.747116,90.000000,0.573012,-37.981461,0.999500
2310,2.310000,90.510902,96.911736,90.000000,0.510905,-41.589466,0.999786
2311,2.311000,90.449615,97.074432,90.000000,0.449618,-45.359097,0.999950
2312,2.312000,90.389221,97.234962,90.000000,0.389225,-49.099411,1.000000
2313,2.313000,90.329803,97.393097,90.000000,0.329802,-53.464054,0.999945
2314,2.314000,90.271446,97.548592,90.000000,0.271445,-58.149551,0.999795
2315,2.315000,90.214211,97.701248,90.000000,0.214215,-62.668068,0.999559
2316,2.316000,90.158195,97.850845,90.000000,0.158201,-67.072784,0.999248
2317,2.317000,90.103462,97.997169,90.000000,0.103464,-71.240067,0.998870
2318,2.318000,90.050087,98.139977,90.000000,0.050086,-75.004829,0.998436
2319,2.319000,89.998138,98.279015,90.000000,-0.001858,-78.449028,0.997955
2320,2.320000,89.947693,98.414009,90.000000,-0.052306,-81.552963,0.997438
2321,2.321000,89.898811,98.544662,90.000000,-0.101189,-84.062958,0.996895
2322,2.322000,89.851555,98.670662,90.000000,-0.148440,-85.987701,0.996334
2323,2.323000,89.806000,98.791725,90.000000,-0.193998,-87.491676,0.995764
2324,2.324000,89.762199,98.907585,90.000000,-0.237800,-88.671829,0.995195
2325,2.325000,89.720207,99.017975,90.000000,-0.279792,-89.478981,0.994634
2326,2.326000,89.680084,99.122696,90.000000,-0.319912,-90.120346,0.994090
2327,2.327000,89.641884,99.221550,90.000000,-0.358114,-90.637337,0.993570
2328,2.328000,89.605659,99.314384,90.000000,-0.394341,-91.049652,0.993081
2329,2.329000,89.571442,99.401093,90.000000,-0.428553,-91.369278,0.992629
2330,2.330000,89.539291,99.481590,90.000000,-0.460703,-91.709480,0.992219
2331,2.331000,89.509247,99.555832,90.000000,-0.490749,-92.086517,0.991857
2332,2.332000,89.481339,99.623787,90.000000,-0.518657,-92.387802,0.991546
2333,2.333000,89.455612,99.685448,90.000000,-0.544387,-92.618011,0.991292
2334,2.334000,89.432091,99.740784,90.000000,-0.567910,-92.744347,0.991095
2335,2.335000,89.410797,99.789818,90.000000,-0.589199,-92.719528,0.990960
2336,2.336000,89.391777,99.832535,90.000000,-0.608221,-92.546379,0.990887
2337,2.337000,89.375038,99.868935,90.000000,-0.624962,-92.222977,0.990876
2338,2.338000,89.360596,99.899033,90.000000,-0.639401,-91.758118,0.990929
2339,2.339000,89.348473,99.922806,90.000000,-0.651525,-91.142426,0.991044
2340,2.340000,89.338692,99.940269,90.000000,-0.661306,-90.387497,0.991220
2341,2.341000,89.331245,99.951431,90.000000,-0.668751,-89.483940,0.991454
2342,2.342000,89.326149,99.956306,90.000000,-0.673846,-88.494110,0.991745
2343,2.343000,89.323410,99.954933,90.000000,-0.676585,-87.435638,0.992088
2344,2.344000,89.323021,99.947334,90.000000,-0.676974,-86.276855,0.992479
2345,2.345000,89.324989,99.933578,90.000000,-0.675007,-84.992607,0.992914
2346,2.346000,89.329300,99.913719,90.000000,-0.670697,-83.720200,0.993387
2347,2.347000,89.335945,99.887825,90.000000,-0.664051,-82.516449,0.993892
2348,2.348000,89.344917,99.855972,90.000000,-0.655083,-81.296593,0.994423
2349,2.349000,89.356201,99.818268,90.000000,-0.643800,-80.059219,0.994972
2350,2.350000,89.369766,99.774773,90.000000,-0.630228,-78.852997,0.995533
2351,2.351000,89.385605,99.725601,90.000000,-0.614389,-77.288094,0.996096
2352,2.352000,89.403702,99.670845,90.000000,-0.596296,-75.452316,0.996655
2353,2.353000,89.424011,99.610626,90.000000,-0.575983,-73.846527,0.997200
2354,2.354000,89.446510,99.545036,90.000000,-0.553484,-71.962448,0.997723
2355,2.355000,89.471176,99.474167,90.000000,-0.528821,-69.929268,0.998214
2356,2.356000,89.497963,99.398125,90.000000,-0.502033,-67.618248,0.998665
2357,2.357000,89.526840,99.317001,90.000000,-0.473154,-65.279099,0.999065
2358,2.358000,89.557762,99.230919,90.000000,-0.442234,-62.839073,0.999406
2359,2.359000,89.590691,99.140007,90.000000,-0.409306,-60.077599,0.999679
2360,2.360000,89.625580,99.044395,90.000000,-0.374417,-57.213631,0.999873
2361,2.361000,89.662384,98.944229,90.000000,-0.337616,-54.836948,0.999981
2362,2.362000,89.701042,98.839638,90.000000,-0.298957,-52.447136,0.999993
2363,2.363000,89.741516,98.730820,90.000000,-0.258482,-49.993431,0.999900
2364,2.364000,89.783745,98.617935,90.000000,-0.216251,-47.588150,0.999695
2365,2.365000,89.827675,98.501160,90.000000,-0.172326,-45.096321,0.999369
2366,2.366000,89.873245,98.380692,90.000000,-0.126755,-42.446777,0.998916
2367,2.367000,89.920395,98.256744,90.000000,-0.079606,-39.622204,0.998328
2368,2.368000,89.969063,98.129501,90.000000,-0.030934,-36.743217,0.997599
2369,2.369000,90.019188,97.999115,90.000000,0.019193,-33.790916,0.996723
2370,2.370000,90.070702,97.865776,90.000000,0.070706,-30.802809,0.995697
2371,2.371000,90.123535,97.729645,90.000000,0.123538,-27.971760,0.994514
2372,2.372000,90.177620,97.590904,90.000000,0.177626,-25.343693,0.993172
2373,2.373000,90.232895,97.449730,90.000000,0.232896,-22.580442,0.991668
2374,2.374000,90.289276,97.306328,90.000000,0.289279,-19.793322,0.990001
2375,2.375000,90.346695,97.160889,90.000000,0.346700,-16.775986,0.988169
2376,2.376000,90.405090,97.013634,90.000000,0.405092,-13.707299,0.986171
2377,2.377000,90.464363,96.864754,90.000000,0.464364,-10.480517,0.984009
2378,2.378000,90.524452,96.714462,90.000000,0.524456,-6.948024,0.981684
2379,2.379000,90.585281,96.562935,90.000000,0.585286,-2.937716,0.979199
2380,2.380000,90.646774,96.410362,90.000000,0.646778,1.608505,0.976556
2381,2.381000,90.708847,96.256943,90.000000,0.708851,6.534153,0.973759
2382,2.382000,90.771423,96.102859,90.000000,0.771429,11.578281,0.970815
2383,2.383000,90.834427,95.948341,90.000000,0.834431,15.972965,0.967727
2384,2.384000,90.897781,95.793602,90.000000,0.897780,20.242144,0.964503
2385,2.385000,90.961395,95.638870,90.000000,0.961397,24.021992,0.961150
2386,2.386000,91.025192,95.484428,90.000000,1.025198,27.312160,0.957676
2387,2.387000,91.089111,95.330574,90.000000,1.089115,30.173477,0.954088
2388,2.388000,91.153053,95.177658,90.000000,1.153059,32.705917,0.950396
2389,2.389000,91.216949,95.026009,90.000000,1.216955,34.928215,0.946609
2390,2.390000,91.280716,94.875938,90.000000,1.280722,36.977509,0.942737
2391,2.391000,91.344276,94.727753,90.000000,1.344277,39.018082,0.938791
2392,2.392000,91.407555,94.581688,90.000000,1.407558,40.835144,0.934781
2393,2.393000,91.470474,94.437981,90.000000,1.470478,42.620934,0.930718
2394,2.394000,91.532959,94.296799,90.000000,1.532961,43.865082,0.926614
2395,2.395000,91.594940,94.158310,90.000000,1.594945,44.811523,0.922479
2396,2.396000,91.656342,94.022652,90.000000,1.656341,45.560349,0.918325
2397,2.397000,91.717079,93.889931,90.000000,1.717082,46.036949,0.914164
2398,2.398000,91.777100,93.760292,90.000000,1.777106,46.274040,0.910007
2399,2.399000,91.836334,93.633827,90.000000,1.836337,46.221519,0.905866
2400,2.400000,91.894714,93.510643,90.000000,1.894715,45.973461,0.901753
2401,2.401000,91.952156,93.390831,90.000000,1.952157,45.596661,0.897678
2402,2.402000,92.008614,93.274422,90.000000,2.008615,45.128845,0.893653
2403,2.403000,92.064018,93.161461,90.000000,2.064022,44.563438,0.889689
2404,2.404000,92.118309,93.051964,90.000000,2.118315,43.912415,0.885796
2405,2.405000,92.171432,92.945930,90.000000,2.171433,43.223015,0.881986
2406,2.406000,92.223320,92.843353,90.000000,2.223322,42.558048,0.878268
2407,2.407000,92.273918,92.744186,90.000000,2.273920,41.940941,0.874653
2408,2.408000,92.323181,92.648392,90.000000,2.323186,41.427109,0.871149
2409,2.409000,92.371048,92.555931,90.000000,2.371052,40.947083,0.867767
2410,2.410000,92.417465,92.466743,90.000000,2.417470,40.557796,0.864514
2411,2.411000,92.462395,92.380768,90.000000,2.462399,40.345490,0.861401
2412,2.412000,92.505775,92.297958,90.000000,2.505778,40.313488,0.858434
2413,2.413000,92.547577,92.218254,90.000000,2.547579,40.411095,0.855621
2414,2.414000,92.587738,92.141586,90.000000,2.587740,40.622208,0.852970
2415,2.415000,92.626236,92.067932,90.000000,2.626235,40.946594,0.850487
2416,2.416000,92.663010,91.997231,90.000000,2.663009,41.334702,0.848180
2417,2.417000,92.698021,91.929459,90.000000,2.698027,41.833889,0.846053
2418,2.418000,92.731255,91.864586,90.000000,2.731256,42.435432,0.844112
2419,2.419000,92.762657,91.802597,90.000000,2.762661,43.054871,0.842363
2420,2.420000,92.792198,91.743507,90.000000,2.792202,43.732635,0.840810
2421,2.421000,92.819847,91.687317,90.000000,2.819850,44.476036,0.839457
2422,2.422000,92.845573,91.634033,90.000000,2.845573,45.266296,0.838308
2423,2.423000,92.869339,91.583679,90.000000,2.869342,46.166756,0.837366
2424,2.424000,92.891136,91.536293,90.000000,2.891137,47.161369,0.836634
2425,2.425000,92.910919,91.491890,90.000000,2.910924,48.304329,0.836113
2426,2.426000,92.928680,91.450523,90.000000,2.928683,49.549931,0.835806
2427,2.427000,92.944389,91.412224,90.000000,2.944392,51.019844,0.835714
2428,2.428000,92.958031,91.377022,90.000000,2.958032,52.637215,0.835837
2429,2.429000,92.969589,91.344986,90.000000,2.969589,54.360046,0.836176
2430,2.430000,92.979042,91.316154,90.000000,2.979042,56.222706,0.836730
2431,2.431000,92.986374,91.290581,90.000000,2.986377,58.514854,0.837499
2432,2.432000,92.991577,91.268341,90.000000,2.991582,61.128178,0.838481
2433,2.433000,92.994644,91.249512,90.000000,2.994648,64.396217,0.839675
2434,2.434000,92.995567,91.234169,90.000000,2.995571,68.028236,0.841077
2435,2.435000,92.994339,91.222427,90.000000,2.994341,71.907944,0.842685
2436,2.436000,92.990952,91.214394,90.000000,2.990953,75.571175,0.844496
2437,2.437000,92.985405,91.210167,90.000000,2.985407,78.640427,0.846505
2438,2.438000,92.977707,91.209908,90.000000,2.977710,81.009399,0.848708
2439,2.439000,92.967850,91.213783,90.000000,2.967854,82.732292,0.851098
2440,2.440000,92.955841,91.222000,90.000000,2.955846,83.700188,0.853672
2441,2.441000,92.941689,91.234787,90.000000,2.941694,84.010651,0.856421
2442,2.442000,92.925415,91.252403,90.000000,2.925418,83.816086,0.859338
2443,2.443000,92.907013,91.275108,90.000000,2.907017,83.282639,0.862417
2444,2.444000,92.886505,91.303085,90.000000,2.886506,82.594269,0.865650
2445,2.445000,92.863907,91.336510,90.000000,2.863912,81.811653,0.869026
2446,2.446000,92.839249,91.375473,90.000000,2.839255,80.956612,0.872538
2447,2.447000,92.812546,91.420036,90.000000,2.812549,79.919868,0.876175
2448,2.448000,92.783821,91.470184,90.000000,2.783821,78.701172,0.879927
2449,2.449000,92.753113,91.525879,90.000000,2.753113,77.439224,0.883785
2450,2.450000,92.720436,91.587051,90.000000,2.720437,76.079857,0.887735
2451,2.451000,92.685837,91.653641,90.000000,2.685842,74.568985,0.891769
2452,2.452000,92.649353,91.725555,90.000000,2.649355,72.970291,0.895872
2453,2.453000,92.611023,91.802719,90.000000,2.611024,71.320175,0.900035
2454,2.454000,92.570885,91.885033,90.000000,2.570890,69.530479,0.904243
2455,2.455000,92.528984,91.972397,90.000000,2.528987,67.598083,0.908486
2456,2.456000,92.485374,92.064713,90.000000,2.485376,65.842209,0.912750
2457,2.457000,92.440094,92.161873,90.000000,2.440099,63.891365,0.917022
2458,2.458000,92.393204,92.263756,90.000000,2.393203,61.725437,0.921291
2459,2.459000,92.344749,92.370239,90.000000,2.344749,59.487682,0.925542
2460,2.460000,92.294792,92.481186,90.000000,2.294793,57.095463,0.929764
2461,2.461000,92.243393,92.596474,90.000000,2.243396,54.616745,0.933945
2462,2.462000,92.190613,92.715958,90.000000,2.190612,52.268440,0.938071
2463,2.463000,92.136505,92.839500,90.000000,2.136510,49.875999,0.942131
2464,2.464000,92.081146,92.966965,90.000000,2.081145,47.500092,0.946114
2465,2.465000,92.024590,93.098183,90.000000,2.024591,45.153557,0.950007
2466,2.466000,91.966911,93.233009,90.000000,1.966917,42.856953,0.953801
2467,2.467000,91.908188,93.371254,90.000000,1.908191,40.596867,0.957486
2468,2.468000,91.848488,93.512756,90.000000,1.848488,38.345001,0.961051
2469,2.469000,91.787865,93.657341,90.000000,1.787870,36.124027,0.964488
2470,2.470000,91.726425,93.804825,90.000000,1.726426,33.900490,0.967788
2471,2.471000,91.664215,93.955048,90.000000,1.664217,31.696577,0.970944
2472,2.472000,91.601326,94.107834,90.000000,1.601331,29.128000,0.973949
2473,2.473000,91.537849,94.263039,90.000000,1.537851,25.994747,0.976798
2474,2.474000,91.473839,94.420502,90.000000,1.473839,22.178989,0.979485
2475,2.475000,91.409393,94.580055,90.000000,1.409396,17.605354,0.982006
2476,2.476000,91.344582,94.741547,90.000000,1.344584,12.410877,0.984358
2477,2.477000,91.279495,94.904831,90.000000,1.279499,6.903221,0.986539
2478,2.478000,91.214211,95.069756,90.000000,1.214216,1.289506,0.988548
2479,2.479000,91.148819,95.236130,90.000000,1.148824,-3.818149,0.990383
2480,2.480000,91.083412,95.403770,90.000000,1.083411,-8.446396,0.992046
2481,2.481000,91.018044,95.572403,90.000000,1.018046,-12.630733,0.993539
2482,2.482000,90.952827,95.741722,90.000000,0.952832,-16.540806,0.994863
2483,2.483000,90.887840,95.911369,90.000000,0.887843,-20.419680,0.996021
2484,2.484000,90.823166,96.080956,90.000000,0.823168,-24.312105,0.997019
2485,2.485000,90.758896,96.250099,90.000000,0.758895,-27.951088,0.997861
2486,2.486000,90.695099,96.418427,90.000000,0.695101,-31.483469,0.998553
2487,2.487000,90.631882,96.585632,90.000000,0.631881,-34.728409,0.999100
2488,2.488000,90.569305,96.751411,90.000000,0.569310,-38.038059,0.999511
2489,2.489000,90.507477,96.915527,90.000000,0.507476,-41.639172,0.999792
2490,2.490000,90.446449,97.077721,90.000000,0.446455,-45.389992,0.999952
2491,2.491000,90.386337,97.237740,90.000000,0.386336,-49.109257,1.000000
2492,2.492000,90.327194,97.395340,90.000000,0.327193,-53.477192,0.999944
2493,2.493000,90.269104,97.550323,90.000000,0.269109,-58.143715,0.999794
2494,2.494000,90.212158,97.702446,90.000000,0.212159,-62.634216,0.999559
2495,2.495000,90.156425,97.851517,90.000000,0.156425,-67.024811,0.999249
2496,2.496000,90.101967,97.997314,90.000000,0.101968,-71.174522,0.998874
2497,2.497000,90.048874,98.139587,90.000000,0.048877,-74.922333,0.998444
2498,2.498000,89.997208,98.278099,90.000000,-0.002787,-78.356354,0.997968
2499,2.499000,89.947044,98.412567,90.000000,-0.052954,-81.440582,0.997457
2500,2.500000,89.898438,98.542694,90.000000,-0.101558,-83.926346,0.996919
2501,2.501000,89.851471,98.668167,90.000000,-0.148529,-85.825104,0.996365
2502,2.502000,89.806190,98.788719,90.000000,-0.193807,-87.320618,0.995803
2503,2.503000,89.762672,98.904060,90.000000,-0.237329,-88.479111,0.995241
2504,2.504000,89.720955,99.013947,90.000000,-0.279041,-89.280067,0.994688
2505,2.505000,89.681107,99.118179,90.000000,-0.318888,-89.917473,0.994153
2506,2.506000,89.643181,99.216545,90.000000,-0.356816,-90.451096,0.993641
2507,2.507000,89.607224,99.308907,90.000000,-0.392777,-90.865601,0.993160
2508,2.508000,89.573280,99.395149,90.000000,-0.426716,-91.197090,0.992716
2509,2.509000,89.541397,99.475204,90.000000,-0.458599,-91.566788,0.992314
2510,2.510000,89.511612,99.549011,90.000000,-0.488386,-91.949600,0.991960
2511,2.511000,89.483963,99.616547,90.000000,-0.516034,-92.261070,0.991658
2512,2.512000,89.458496,99.677803,90.000000,-0.541504,-92.487366,0.991411
2513,2.513000,89.435226,99.732750,90.000000,-0.564775,-92.609383,0.991221
2514,2.514000,89.414177,99.781410,90.000000,-0.585818,-92.586418,0.991093
2515,2.515000,89.395393,99.823761,90.000000,-0.604602,-92.414001,0.991025
2516,2.516000,89.378891,99.859818,90.000000,-0.621103,-92.085312,0.991020
2517,2.517000,89.364693,99.889572,90.000000,-0.635303,-91.615799,0.991078
2518,2.518000,89.352806,99.913010,90.000000,-0.647195,-90.997337,0.991197
2519,2.519000,89.343239,99.930153,90.000000,-0.656757,-90.237076,0.991376
2520,2.520000,89.336021,99.941010,90.000000,-0.663976,-89.331009,0.991613
2521,2.521000,89.331139,99.945580,90.000000,-0.668860,-88.336159,0.991905
