step,time_s,angle_q_deg,angle_th_deg,target_deg,error_q_deg,action_A,inference_ms
43,0.043000,-2.072203,6.169718,17.682226,-19.754429,-41.015835,0.811452
44,0.044000,-1.947726,6.226625,17.682226,-19.629952,-41.165684,0.793852
45,0.045000,-1.820326,6.280866,17.682226,-19.502552,-41.324467,0.827902
46,0.046000,-1.690026,6.332444,17.682226,-19.372252,-41.752621,1.195018
47,0.047000,-1.556852,6.381348,17.682226,-19.239078,-42.545673,0.802442
48,0.048000,-1.420830,6.427539,17.682226,-19.103056,-43.772770,0.802462
49,0.049000,-1.281991,6.470948,17.682226,-18.964217,-44.735798,0.815072
50,0.050000,-1.140365,6.511514,17.682226,-18.822591,-45.255611,1.116409
51,0.051000,-0.995985,6.549204,17.682226,-18.678211,-45.533699,0.795672
52,0.052000,-0.848888,6.584008,17.682226,-18.531114,-45.998863,0.799682
53,0.053000,-0.699109,6.615909,17.682226,-18.381335,-46.318691,0.799602
54,0.054000,-0.546688,6.644899,17.682226,-18.228914,-46.841576,0.801551
55,0.055000,-0.391665,6.670958,17.682226,-18.073891,-47.272465,0.787992
56,0.056000,-0.234085,6.694066,17.682226,-17.916311,-47.512096,0.793682
57,0.057000,-0.073992,6.714219,17.682226,-17.756218,-47.623394,0.813952
58,0.058000,0.088568,6.731418,17.682226,-17.593658,-47.572968,0.798492
59,0.059000,0.253545,6.745679,17.682226,-17.428681,-47.426651,0.795412
60,0.060000,0.420890,6.757025,17.682226,-17.261336,-47.215954,0.799202
61,0.061000,0.590548,6.765482,17.682226,-17.091678,-46.835217,0.796812
62,0.062000,0.762467,6.771089,17.682226,-16.919759,-46.247768,0.794202
63,0.063000,0.936590,6.773897,17.682226,-16.745636,-45.749313,0.785632
64,0.064000,1.112858,6.773954,17.682226,-16.569368,-45.259159,1.379955
65,0.065000,1.291213,6.771307,17.682226,-16.391013,-44.798752,0.803162
66,0.066000,1.471593,6.765997,17.682226,-16.210633,-44.311581,0.792092
67,0.067000,1.653936,6.758070,17.682226,-16.028290,-43.764935,0.786702
68,0.068000,1.838176,6.747569,17.682226,-15.844050,-43.169201,1.167639
69,0.069000,2.024247,6.734546,17.682226,-15.657979,-42.520126,0.795992
70,0.070000,2.212081,6.719053,17.682226,-15.470145,-41.812847,0.782582
71,0.071000,2.401611,6.701147,17.682226,-15.280615,-41.048645,0.786152
72,0.072000,2.592764,6.680888,17.682226,-15.089462,-40.233479,0.802442
73,0.073000,2.785468,6.658341,17.682226,-14.896758,-39.456455,0.799032
74,0.074000,2.979651,6.633566,17.682226,-14.702574,-38.683994,0.801952
75,0.075000,3.175238,6.606625,17.682226,-14.506988,-37.667194,0.823462
76,0.076000,3.372152,6.577591,17.682226,-14.310074,-36.729557,0.896941
77,0.077000,3.570317,6.546537,17.682226,-14.111909,-35.884075,0.804612
78,0.078000,3.769654,6.513530,17.682226,-13.912572,-35.039288,0.800212
79,0.079000,3.970083,6.478632,17.682226,-13.712143,-34.186367,0.785862
80,0.080000,4.171524,6.441908,17.682226,-13.510702,-33.369476,0.798032
81,0.081000,4.373896,6.403418,17.682226,-13.308330,-32.472889,0.793782
82,0.082000,4.577116,6.363226,17.682226,-13.105110,-31.447075,1.350396
83,0.083000,4.781100,6.321407,17.682226,-12.901126,-30.282232,0.798892
84,0.084000,4.985765,6.278043,17.682226,-12.696461,-29.106792,0.783622
85,0.085000,5.191025,6.233220,17.682226,-12.491201,-27.902752,0.796582
86,0.086000,5.396795,6.187023,17.682226,-12.285431,-26.730083,1.143558
87,0.087000,5.602988,6.139540,17.682226,-12.079238,-25.827209,0.810511
88,0.088000,5.809516,6.090837,17.682226,-11.872710,-24.822330,0.796362
89,0.089000,6.016294,6.040983,17.682226,-11.665932,-23.984772,0.799942
90,0.090000,6.223231,5.990040,17.682226,-11.458995,-22.925611,0.794892
91,0.091000,6.430240,5.938078,17.682226,-11.251986,-21.696093,0.796892
92,0.092000,6.637232,5.885179,17.682226,-11.044994,-20.233088,0.797151
93,0.093000,6.844117,5.831442,17.682226,-10.838109,-18.367764,0.778232
94,0.094000,7.050806,5.776994,17.682226,-10.631420,-16.849548,0.786142
95,0.095000,7.257209,5.721947,17.682226,-10.425017,-15.269172,0.783452
96,0.096000,7.463237,5.666412,17.682226,-10.218989,-13.815698,0.785902
97,0.097000,7.668798,5.610488,17.682226,-10.013428,-12.351545,0.786562
98,0.098000,7.873804,5.554275,17.682226,-9.808422,-10.171548,0.808022
99,0.099000,8.078163,5.497914,17.682226,-9.604063,-8.361072,0.787022
100,0.100000,8.281788,5.441532,17.682226,-9.400438,-6.025183,1.037479
101,0.101000,8.484587,5.385283,17.682226,-9.197639,-3.711032,0.936150
102,0.102000,8.686473,5.329326,17.682226,-8.995753,-0.812424,0.790922
103,0.103000,8.887357,5.273852,17.682226,-8.794869,1.451921,0.800572
104,0.104000,9.087149,5.219024,17.682226,-8.595077,4.367930,0.864251
105,0.105000,9.285763,5.165031,17.682226,-8.396463,7.920997,0.972911
106,0.106000,9.483111,5.112107,17.682226,-8.199114,10.642521,0.785362
107,0.107000,9.679108,5.060447,17.682226,-8.003118,14.038907,0.788662
108,0.108000,9.873669,5.010271,17.682226,-7.808557,17.139616,0.785293
109,0.109000,10.066708,4.961790,17.682226,-7.615517,20.557510,0.794492
110,0.110000,10.258143,4.915227,17.682226,-7.424083,24.662636,0.794122
111,0.111000,10.447894,4.870847,17.682226,-7.234332,28.929710,0.796512
112,0.112000,10.635878,4.828936,17.682226,-7.046348,32.465237,0.785772
113,0.113000,10.822016,4.789739,17.682226,-6.860210,35.269718,0.781672
114,0.114000,11.006233,4.753445,17.682226,-6.675993,37.953072,0.784762
115,0.115000,11.188452,4.720225,17.682226,-6.493774,40.707985,0.790602
116,0.116000,11.368599,4.690244,17.682226,-6.313627,43.357883,0.784412
117,0.117000,11.546602,4.663669,17.682226,-6.135624,45.644474,0.790242
118,0.118000,11.722392,4.640639,17.682226,-5.959834,47.779922,0.781112
119,0.119000,11.895899,4.621285,17.682226,-5.786327,49.686954,0.953240
120,0.120000,12.067059,4.605718,17.682226,-5.615167,51.417046,0.880051
121,0.121000,12.235808,4.594039,17.682226,-5.446418,52.832893,0.777882
122,0.122000,12.402085,4.586328,17.682226,-5.280141,54.130135,0.775442
123,0.123000,12.565829,4.582655,17.682226,-5.116397,55.273933,0.984620
124,0.124000,12.726985,4.583077,17.682226,-4.955241,56.233150,0.942741
125,0.125000,12.885498,4.587644,17.682226,-4.796728,57.028492,0.779042
126,0.126000,13.041316,4.596389,17.682226,-4.640910,57.696384,0.780132
127,0.127000,13.194388,4.609342,17.682226,-4.487838,58.257042,0.784532
128,0.128000,13.344669,4.626521,17.682226,-4.337557,58.827503,0.794522
129,0.129000,13.492112,4.647947,17.682226,-4.190114,59.348827,0.784232
130,0.130000,13.636678,4.673637,17.682226,-4.045548,59.582783,0.787692
131,0.131000,13.778324,4.703593,17.682226,-3.903902,59.712261,0.775062
132,0.132000,13.917013,4.737808,17.682226,-3.765213,59.741402,0.774692
133,0.133000,14.052714,4.776265,17.682226,-3.629512,59.669239,0.782042
134,0.134000,14.185391,4.818945,17.682226,-3.496835,59.490986,0.788582
135,0.135000,14.315016,4.865818,17.682226,-3.367210,59.198277,0.784472
136,0.136000,14.441562,4.916847,17.682226,-3.240664,58.778511,0.799562
137,0.137000,14.565006,4.971988,17.682226,-3.117220,58.215809,0.779862
138,0.138000,14.685325,5.031187,17.682226,-2.996901,57.491196,0.955201
139,0.139000,14.802499,5.094380,17.682226,-2.879727,56.600353,0.779412
140,0.140000,14.916512,5.161490,17.682226,-2.765714,55.718166,0.774872
141,0.141000,15.027348,5.232440,17.682226,-2.654877,55.322140,0.773772
142,0.142000,15.134999,5.307181,17.682226,-2.547227,54.908321,0.920401
143,0.143000,15.239451,5.385671,17.682226,-2.442774,54.773579,1.005720
144,0.144000,15.340702,5.467887,17.682226,-2.341524,54.892857,0.778682
145,0.145000,15.438744,5.553824,17.682226,-2.243482,54.940750,0.801842
146,0.146000,15.533577,5.643476,17.682226,-2.148649,54.963684,0.779492
147,0.147000,15.625200,5.736837,17.682226,-2.057026,54.894161,0.772443
148,0.148000,15.713615,5.833892,17.682226,-1.968611,54.709667,0.765922
149,0.149000,15.798830,5.934617,17.682226,-1.883396,54.392757,0.785742
150,0.150000,15.880851,6.038980,17.682226,-1.801375,53.790955,0.781192
151,0.151000,15.959688,6.146929,17.682226,-1.722538,53.107380,0.789522
152,0.152000,16.035355,6.258401,17.682226,-1.646871,52.442677,0.778592
153,0.153000,16.107864,6.373336,17.682226,-1.574362,51.605984,0.785802
154,0.154000,16.177235,6.491663,17.682226,-1.504991,50.651501,0.782372
155,0.155000,16.243486,6.613303,17.682226,-1.438740,49.445667,0.773212
156,0.156000,16.306640,6.738162,17.682226,-1.375586,47.940857,1.162738
157,0.157000,16.366720,6.866125,17.682226,-1.315506,46.375736,0.915141
158,0.158000,16.423752,6.997070,17.682226,-1.258474,45.034328,0.794942
159,0.159000,16.477763,7.130887,17.682226,-1.204463,43.478085,0.780123
160,0.160000,16.528786,7.267460,17.682226,-1.153440,41.859604,0.979680
161,0.161000,16.576854,7.406665,17.682226,-1.105372,40.206642,0.906851
162,0.162000,16.621998,7.548379,17.682226,-1.060228,38.365536,0.780302
163,0.163000,16.664255,7.692467,17.682226,-1.017971,36.503704,0.779962
164,0.164000,16.703663,7.838790,17.682226,-0.978563,34.701183,0.791492
165,0.165000,16.740264,7.987216,17.682226,-0.941962,32.713657,0.776812
166,0.166000,16.774098,8.137598,17.682226,-0.908128,31.087568,0.783002
167,0.167000,16.805209,8.289815,17.682226,-0.877017,29.344925,0.775292
168,0.168000,16.833640,8.443741,17.682226,-0.848586,27.662748,0.784903
169,0.169000,16.859437,8.599253,17.682226,-0.822788,26.475851,0.761842
170,0.170000,16.882652,8.756260,17.682226,-0.799574,25.587410,0.778422
171,0.171000,16.903330,8.914694,17.682226,-0.778896,24.634060,0.776162
172,0.172000,16.921522,9.074489,17.682226,-0.760704,23.521175,0.789542
173,0.173000,16.937283,9.235569,17.682226,-0.744943,22.219917,0.773823
174,0.174000,16.950661,9.397845,17.682226,-0.731564,20.159538,0.778512
175,0.175000,16.961716,9.561180,17.682226,-0.720510,18.769381,1.289167
176,0.176000,16.970501,9.725461,17.682226,-0.711724,17.505304,0.840922
177,0.177000,16.977072,9.890595,17.682226,-0.705154,16.093800,0.782042
178,0.178000,16.981490,10.056480,17.682226,-0.700736,14.671775,0.774062
179,0.179000,16.983808,10.223017,17.682226,-0.698418,13.329416,1.003640
180,0.180000,16.984092,10.390110,17.682226,-0.698134,12.035448,0.771312
181,0.181000,16.982398,10.557666,17.682226,-0.699828,11.281364,0.766163
182,0.182000,16.978792,10.725624,17.682226,-0.703434,10.403796,0.764912
183,0.183000,16.973331,10.893926,17.682226,-0.708895,9.655869,0.788582
184,0.184000,16.966082,11.062519,17.682226,-0.716144,8.912038,0.777782
185,0.185000,16.957109,11.231354,17.682226,-0.725117,8.049138,0.778703
186,0.186000,16.946473,11.400370,17.682226,-0.735753,7.057965,0.806772
187,0.187000,16.934242,11.569503,17.682226,-0.747984,6.184804,0.768562
188,0.188000,16.920481,11.738688,17.682226,-0.761745,5.217529,0.794142
189,0.189000,16.905256,11.907856,17.682226,-0.776970,4.340962,0.782752
190,0.190000,16.888633,12.076946,17.682226,-0.793593,3.596841,0.765242
191,0.191000,16.870680,12.245903,17.682226,-0.811546,2.740810,0.781113
192,0.192000,16.851463,12.414670,17.682226,-0.830763,1.755169,0.766582
193,0.193000,16.831053,12.583179,17.682226,-0.851173,0.634917,0.764333
194,0.194000,16.809516,12.751354,17.682226,-0.872710,-0.227330,1.037180
195,0.195000,16.786920,12.919131,17.682226,-0.895306,-0.991572,0.766552
196,0.196000,16.763333,13.086456,17.682226,-0.918893,-1.882810,0.767873
197,0.197000,16.738828,13.253271,17.682226,-0.943398,-3.400941,0.769302
198,0.198000,16.713471,13.419478,17.682226,-0.968755,-4.567977,1.044120
199,0.199000,16.687330,13.584991,17.682226,-0.994896,-6.480088,0.771412
200,0.200000,16.660476,13.749687,17.682226,-1.021750,-9.187564,0.779603
201,0.201000,16.632977,13.913386,17.682226,-1.049249,-11.889035,0.776932
202,0.202000,16.604904,14.075898,17.682226,-1.077322,-14.233004,0.794902
203,0.203000,16.576323,14.237051,17.682226,-1.105903,-16.275303,0.761712
204,0.204000,16.547301,14.396700,17.682226,-1.134925,-19.087406,0.760942
205,0.205000,16.517911,14.554664,17.682226,-1.164315,-21.121902,0.784162
206,0.206000,16.488217,14.710795,17.682226,-1.194009,-22.706341,0.768262
207,0.207000,16.458285,14.864985,17.682226,-1.223941,-23.960323,0.773992
208,0.208000,16.428183,15.017154,17.682226,-1.254043,-25.067280,0.803902
209,0.209000,16.397976,15.167236,17.682226,-1.284250,-26.791069,0.769382
210,0.210000,16.367729,15.315132,17.682226,-1.314497,-28.599888,0.760392
211,0.211000,16.337507,15.460727,17.682226,-1.344719,-30.283901,0.774172
212,0.212000,16.307370,15.603914,17.682226,-1.374856,-31.947414,0.793132
213,0.213000,16.277384,15.744580,17.682226,-1.404842,-33.627968,1.099219
214,0.214000,16.247608,15.882621,17.682226,-1.434618,-35.021187,0.778832
215,0.215000,16.218105,16.017944,17.682226,-1.464121,-36.378513,0.771332
216,0.216000,16.188930,16.150466,17.682226,-1.493296,-37.890759,0.799422
217,0.217000,16.160144,16.280092,17.682226,-1.522082,-39.692116,0.989340
218,0.218000,16.131804,16.406714,17.682226,-1.550422,-41.441898,0.786092
219,0.219000,16.103964,16.530217,17.682226,-1.578262,-43.091793,0.813662
220,0.220000,16.076679,16.650497,17.682226,-1.605547,-44.635273,0.809362
221,0.221000,16.050004,16.767454,17.682226,-1.632222,-46.367336,0.796572
222,0.222000,16.023988,16.880980,17.682226,-1.658238,-48.346096,0.808172
223,0.223000,15.998682,16.990953,17.682226,-1.683544,-50.164127,0.808122
224,0.224000,15.974134,17.097256,17.682226,-1.708092,-51.716877,0.806652
225,0.225000,15.950391,17.199787,17.682226,-1.731835,-53.979610,0.818201
226,0.226000,15.927499,17.298412,17.682226,-1.754727,-55.944290,0.814542
227,0.227000,15.905503,17.393003,17.682226,-1.776723,-57.543087,0.818741
228,0.228000,15.884443,17.483454,17.682226,-1.797783,-58.898159,0.806371
229,0.229000,15.864359,17.569685,17.682226,-1.817867,-60.048752,0.815161
230,0.230000,15.845289,17.651627,17.682226,-1.836937,-61.005470,0.796502
231,0.231000,15.827271,17.729228,17.682226,-1.854955,-61.754414,1.415715
232,0.232000,15.810337,17.802454,17.682226,-1.871888,-62.368504,0.834031
233,0.233000,15.794520,17.871279,17.682226,-1.887705,-62.825359,0.810272
234,0.234000,15.779853,17.935684,17.682226,-1.902373,-63.178932,0.820541
235,0.235000,15.766361,17.995662,17.682226,-1.915865,-63.500912,1.387946
236,0.236000,15.754072,18.051206,17.682226,-1.928154,-63.685291,1.251577
237,0.237000,15.743011,18.102318,17.682226,-1.939215,-63.720039,0.825342
238,0.238000,15.733197,18.149011,17.682226,-1.949029,-63.686375,0.817202
239,0.239000,15.724654,18.191299,17.682226,-1.957571,-63.697186,0.819462
240,0.240000,15.717399,18.229196,17.682226,-1.964827,-63.522083,0.823942
241,0.241000,15.711448,18.262729,17.682226,-1.970778,-62.979290,0.818372
242,0.242000,15.706816,18.291940,17.682226,-1.975410,-62.639759,0.806272
243,0.243000,15.703515,18.316872,17.682226,-1.978711,-62.337109,0.804332
244,0.244000,15.701555,18.337560,17.682226,-1.980671,-61.901558,0.801132
245,0.245000,15.700942,18.354043,17.682226,-1.981284,-61.303310,0.800182
246,0.246000,15.701686,18.366375,17.682226,-1.980540,-60.549942,0.815732
247,0.247000,15.703788,18.374616,17.682226,-1.978438,-59.608704,0.818741
248,0.248000,15.707253,18.378840,17.682226,-1.974973,-58.416935,1.375496
249,0.249000,15.712080,18.379141,17.682226,-1.970146,-57.047405,0.800542
250,0.250000,15.718267,18.375625,17.682226,-1.963959,-55.364197,0.802602
251,0.251000,15.725810,18.368414,17.682226,-1.956415,-53.355339,0.813212
252,0.252000,15.734707,18.357660,17.682226,-1.947519,-52.135647,1.118759
253,0.253000,15.744949,18.343467,17.682226,-1.937277,-51.436962,0.815012
254,0.254000,15.756528,18.325900,17.682226,-1.925698,-50.687382,0.805462
255,0.255000,15.769431,18.305013,17.682226,-1.912794,-49.957642,0.807651
256,0.256000,15.783649,18.280863,17.682226,-1.898577,-49.176609,0.805951
257,0.257000,15.799167,18.253503,17.682226,-1.883059,-48.269436,0.815701
258,0.258000,15.815971,18.223001,17.682226,-1.866255,-47.212692,0.867791
259,0.259000,15.834043,18.189434,17.682226,-1.848183,-46.202595,0.840092
260,0.260000,15.853366,18.152879,17.682226,-1.828860,-45.260120,0.796242
261,0.261000,15.873920,18.113407,17.682226,-1.808306,-44.253189,0.794472
262,0.262000,15.895681,18.071098,17.682226,-1.786545,-43.102802,0.810022
263,0.263000,15.918630,18.026030,17.682226,-1.763596,-41.800983,0.796432
264,0.264000,15.942741,17.978303,17.682226,-1.739485,-40.380276,0.812122
265,0.265000,15.967987,17.928017,17.682226,-1.714239,-39.174679,0.811561
266,0.266000,15.994343,17.875269,17.682226,-1.687883,-38.224110,1.242157
267,0.267000,16.021781,17.820131,17.682226,-1.660445,-37.289753,0.808222
268,0.268000,16.050272,17.762672,17.682226,-1.631954,-36.491112,0.813452
269,0.269000,16.079783,17.702954,17.682226,-1.602443,-35.812889,0.810122
270,0.270000,16.110285,17.641025,17.682226,-1.571941,-35.058937,1.119288
271,0.271000,16.141743,17.576939,17.682226,-1.540483,-34.273399,0.818931
272,0.272000,16.174125,17.510752,17.682226,-1.508101,-33.536499,0.816091
273,0.273000,16.207395,17.442522,17.682226,-1.474831,-32.736320,0.805282
274,0.274000,16.241517,17.372303,17.682226,-1.440709,-31.707615,0.794172
275,0.275000,16.276453,17.300169,17.682226,-1.405772,-30.175390,0.800072
276,0.276000,16.312167,17.226224,17.682226,-1.370059,-28.708582,0.785802
277,0.277000,16.348618,17.150576,17.682226,-1.333608,-27.624748,0.802822
278,0.278000,16.385767,17.073311,17.682226,-1.296459,-26.572418,0.789172
279,0.279000,16.423572,16.994508,17.682226,-1.258654,-25.560690,0.804152
280,0.280000,16.461994,16.914238,17.682226,-1.220232,-24.695999,0.800012
281,0.281000,16.500989,16.832564,17.682226,-1.181237,-23.798756,0.804762
282,0.282000,16.540514,16.749550,17.682226,-1.141712,-22.755045,0.794772
283,0.283000,16.580527,16.665264,17.682226,-1.101699,-21.195799,0.799202
284,0.284000,16.620980,16.579810,17.682226,-1.061246,-19.272335,1.347496
285,0.285000,16.661833,16.493319,17.682226,-1.020393,-17.497059,0.805112
286,0.286000,16.703038,16.405921,17.682226,-0.979188,-15.823019,0.810512
287,0.287000,16.744550,16.317739,17.682226,-0.937676,-13.952986,0.796572
288,0.288000,16.786322,16.228900,17.682226,-0.895904,-12.416903,0.926370
289,0.289000,16.828309,16.139517,17.682226,-0.853917,-10.221869,0.880641
290,0.290000,16.870463,16.049730,17.682226,-0.811763,-8.602179,0.786772
291,0.291000,16.912737,15.959661,17.682226,-0.769489,-6.170940,0.818172
292,0.292000,16.955084,15.869466,17.682226,-0.727142,-3.963857,0.800682
293,0.293000,16.997459,15.779301,17.682226,-0.684767,-1.265626,0.798891
294,0.294000,17.039811,15.689344,17.682226,-0.642415,0.388696,0.810161
295,0.295000,17.082095,15.599722,17.682226,-0.600131,2.417497,0.810391
296,0.296000,17.124264,15.510567,17.682226,-0.557962,4.579514,0.788492
297,0.297000,17.166272,15.422022,17.682226,-0.515954,7.674231,0.782302
298,0.298000,17.208071,15.334282,17.682226,-0.474155,10.388758,0.786312
299,0.299000,17.249615,15.247538,17.682226,-0.432611,12.990058,0.797692
300,0.300000,17.290860,15.161968,17.682226,-0.391366,15.581709,0.795482
301,0.301000,17.331760,15.077747,17.682226,-0.350466,17.703463,0.808962
302,0.302000,17.372270,14.995020,17.682226,-0.309956,19.805182,1.113569
303,0.303000,17.412346,14.913925,17.682226,-0.269880,21.656681,0.916491
304,0.304000,17.451946,14.834578,17.682226,-0.230280,23.714188,0.799942
305,0.305000,17.491027,14.757110,17.682226,-0.191199,25.388939,0.799032
306,0.306000,17.529547,14.681632,17.682226,-0.152679,27.298908,1.072189
307,0.307000,17.567469,14.608257,17.682226,-0.114757,29.653286,0.886351
308,0.308000,17.604748,14.537132,17.682226,-0.077478,32.314991,0.795872
309,0.309000,17.641347,14.468431,17.682226,-0.040879,34.515583,0.788352
310,0.310000,17.677233,14.402303,17.682226,-0.004993,36.516209,0.791542
311,0.311000,17.712364,14.338881,17.682226,0.030138,38.375847,0.785702
312,0.312000,17.746708,14.278283,17.682226,0.064482,40.094921,0.848902
313,0.313000,17.780231,14.220619,17.682226,0.098005,41.642719,0.795522
314,0.314000,17.812899,14.165981,17.682226,0.130673,43.087215,0.799202
315,0.315000,17.844685,14.114458,17.682226,0.162459,44.341702,0.822112
316,0.316000,17.875554,14.066123,17.682226,0.193329,45.393475,0.882171
317,0.317000,17.905484,14.021039,17.682226,0.223258,46.452946,0.809422
318,0.318000,17.934443,13.979261,17.682226,0.252217,47.400387,0.787652
319,0.319000,17.962409,13.940844,17.682226,0.280183,48.232353,0.789922
320,0.320000,17.989357,13.905831,17.682226,0.307131,48.852383,1.108849
321,0.321000,18.015268,13.874253,17.682226,0.333042,49.280392,0.940100
322,0.322000,18.040118,13.846130,17.682226,0.357892,49.638557,0.815592
323,0.323000,18.063890,13.821473,17.682226,0.381664,49.897915,0.795312
324,0.324000,18.086568,13.800285,17.682226,0.404342,49.972359,1.085789
325,0.325000,18.108134,13.782563,17.682226,0.425908,49.860695,0.971840
326,0.326000,18.128577,13.768285,17.682226,0.446351,49.537399,0.802852
327,0.327000,18.147883,13.757420,17.682226,0.465657,49.030380,0.775543
328,0.328000,18.166042,13.749920,17.682226,0.483816,48.323895,0.785072
329,0.329000,18.183044,13.745728,17.682226,0.500818,47.832191,0.780682
330,0.330000,18.198885,13.744792,17.682226,0.516659,47.192886,0.791272
331,0.331000,18.213557,13.747059,17.682226,0.531331,46.291420,0.804292
332,0.332000,18.227055,13.752459,17.682226,0.544829,45.120586,0.798852
333,0.333000,18.239378,13.760904,17.682226,0.557152,43.807629,0.784192
334,0.334000,18.250525,13.772294,17.682226,0.568299,42.717815,0.779032
335,0.335000,18.260494,13.786542,17.682226,0.578268,41.590919,0.779042
336,0.336000,18.269289,13.803560,17.682226,0.587063,40.571136,0.794062
337,0.337000,18.276913,13.823268,17.682226,0.594687,39.442371,0.782572
338,0.338000,18.283371,13.845585,17.682226,0.601145,38.238033,0.786162
339,0.339000,18.288666,13.870421,17.682226,0.606441,37.231716,0.933031
340,0.340000,18.292809,13.897698,17.682226,0.610583,36.794304,0.796242
341,0.341000,18.295807,13.927376,17.682226,0.613582,36.296131,0.785272
342,0.342000,18.297669,13.959419,17.682226,0.615443,35.667927,0.773872
343,0.343000,18.298406,13.993780,17.682226,0.616180,34.890804,1.097409
344,0.344000,18.298032,14.030408,17.682226,0.615806,34.036434,0.798612
345,0.345000,18.296560,14.069239,17.682226,0.614335,33.296291,0.782073
346,0.346000,18.294003,14.110216,17.682226,0.611777,32.680210,0.780472
347,0.347000,18.290377,14.153290,17.682226,0.608152,31.740986,0.782782
348,0.348000,18.285700,14.198395,17.682226,0.603475,30.865980,0.786192
349,0.349000,18.279990,14.245465,17.682226,0.597764,30.098686,0.796942
350,0.350000,18.273266,14.294441,17.682226,0.591040,29.107994,0.782292
351,0.351000,18.265548,14.345252,17.682226,0.583322,28.072569,0.792772
352,0.352000,18.256857,14.397822,17.682226,0.574631,26.977909,0.774912
353,0.353000,18.247214,14.452072,17.682226,0.564988,26.164639,0.783322
354,0.354000,18.236643,14.507938,17.682226,0.554417,25.369289,0.782132
355,0.355000,18.225168,14.565360,17.682226,0.542942,24.500175,0.790672
356,0.356000,18.212814,14.624277,17.682226,0.530588,23.546432,0.783312
357,0.357000,18.199606,14.684623,17.682226,0.517380,22.733934,1.184818
358,0.358000,18.185570,14.746334,17.682226,0.503344,21.859781,0.921801
359,0.359000,18.170735,14.809353,17.682226,0.488509,21.126013,0.809632
360,0.360000,18.155128,14.873620,17.682226,0.472902,20.500034,0.784522
