step,time(s),angle(deg),motor_angle(deg),target(deg),error(deg),action,reward
2209,2.209000,92.740768,94.142448,90.000000,2.740770,7.170398,0.882998
2210,2.210000,92.708382,94.171646,90.000000,2.708382,6.355160,0.886391
2211,2.211000,92.675011,94.201653,90.000000,2.675016,5.633091,0.889814
2212,2.212000,92.640694,94.232353,90.000000,2.640694,4.979527,0.893260
2213,2.213000,92.605438,94.263634,90.000000,2.605437,4.378144,0.896724
2214,2.214000,92.569267,94.295395,90.000000,2.569271,3.799276,0.900201
2215,2.215000,92.532219,94.327553,90.000000,2.532224,3.231960,0.903685
2216,2.216000,92.494316,94.360031,90.000000,2.494317,2.647125,0.907171
2217,2.217000,92.455566,94.392776,90.000000,2.455569,1.990672,0.910654
2218,2.218000,92.416023,94.425735,90.000000,2.416022,1.226940,0.914127
2219,2.219000,92.375687,94.458870,90.000000,2.375690,0.672193,0.917586
2220,2.220000,92.334595,94.492134,90.000000,2.334599,0.123769,0.921025
2221,2.221000,92.292786,94.525497,90.000000,2.292785,-0.359358,0.924439
2222,2.222000,92.250267,94.558907,90.000000,2.250267,-0.827674,0.927823
2223,2.223000,92.207077,94.592346,90.000000,2.207080,-1.289801,0.931171
2224,2.224000,92.163239,94.625748,90.000000,2.163244,-1.750176,0.934480
2225,2.225000,92.118790,94.659081,90.000000,2.118793,-2.276414,0.937743
2226,2.226000,92.073753,94.692291,90.000000,2.073755,-2.811352,0.940957
2227,2.227000,92.028145,94.725349,90.000000,2.028149,-3.312368,0.944116
2228,2.228000,91.982018,94.758217,90.000000,1.982018,-3.766007,0.947216
2229,2.229000,91.935379,94.790855,90.000000,1.935382,-4.102126,0.950254
2230,2.230000,91.888275,94.823250,90.000000,1.888274,-4.242746,0.953224
2231,2.231000,91.840721,94.855370,90.000000,1.840722,-4.182687,0.956124
2232,2.232000,91.792747,94.887161,90.000000,1.792747,-3.973941,0.958948
2233,2.233000,91.744385,94.918610,90.000000,1.744389,-3.817420,0.961695
2234,2.234000,91.695663,94.949661,90.000000,1.695670,-3.576676,0.964360
2235,2.235000,91.646622,94.980309,90.000000,1.646622,-3.255885,0.966941
2236,2.236000,91.597275,95.010506,90.000000,1.597274,-3.001851,0.969434
2237,2.237000,91.547653,95.040260,90.000000,1.547659,-2.802873,0.971837
2238,2.238000,91.497795,95.069565,90.000000,1.497799,-2.645087,0.974148
2239,2.239000,91.447716,95.098434,90.000000,1.447720,-2.516852,0.976365
2240,2.240000,91.397453,95.126892,90.000000,1.397457,-2.409678,0.978485
2241,2.241000,91.347038,95.154961,90.000000,1.347043,-2.317561,0.980507
2242,2.242000,91.296494,95.182648,90.000000,1.296493,-2.237263,0.982429
2243,2.243000,91.245842,95.209991,90.000000,1.245847,-2.163824,0.984251
2244,2.244000,91.195129,95.236992,90.000000,1.195133,-2.088346,0.985971
2245,2.245000,91.144371,95.263680,90.000000,1.144371,-2.001854,0.987589
2246,2.246000,91.093590,95.290039,90.000000,1.093595,-1.902169,0.989105
2247,2.247000,91.042831,95.316101,90.000000,1.042833,-1.793196,0.990518
2248,2.248000,90.992111,95.341866,90.000000,0.992112,-1.659220,0.991828
2249,2.249000,90.941460,95.367340,90.000000,0.941460,-1.452942,0.993036
2250,2.250000,90.890900,95.392517,90.000000,0.890903,-1.252668,0.994142
2251,2.251000,90.840469,95.417412,90.000000,0.840475,-1.086230,0.995147
2252,2.252000,90.790192,95.442032,90.000000,0.790191,-0.969383,0.996052
2253,2.253000,90.740089,95.466377,90.000000,0.740092,-0.895739,0.996858
2254,2.254000,90.690193,95.490456,90.000000,0.690197,-0.852968,0.997568
2255,2.255000,90.640533,95.514290,90.000000,0.640535,-0.822152,0.998182
2256,2.256000,90.591133,95.537880,90.000000,0.591132,-0.757421,0.998703
2257,2.257000,90.542007,95.561256,90.000000,0.542010,-0.672642,0.999132
2258,2.258000,90.493202,95.584404,90.000000,0.493208,-0.632145,0.999472
2259,2.259000,90.444740,95.607361,90.000000,0.444741,-0.717223,0.999726
2260,2.260000,90.396637,95.630119,90.000000,0.396636,-0.933913,0.999896
2261,2.261000,90.348923,95.652687,90.000000,0.348927,-1.271708,0.999984
2262,2.262000,90.301628,95.675072,90.000000,0.301628,-1.694120,0.999995
2263,2.263000,90.254768,95.697266,90.000000,0.254773,-2.151674,0.999931
2264,2.264000,90.208389,95.719276,90.000000,0.208389,-2.644396,0.999795
2265,2.265000,90.162491,95.741119,90.000000,0.162490,-3.145012,0.999591
2266,2.266000,90.117111,95.762787,90.000000,0.117110,-3.584160,0.999322
2267,2.267000,90.072258,95.784256,90.000000,0.072263,-3.952638,0.998992
2268,2.268000,90.027985,95.805511,90.000000,0.027990,-4.246434,0.998605
2269,2.269000,89.984299,95.826530,90.000000,-0.015703,-4.468889,0.998164
2270,2.270000,89.941216,95.847275,90.000000,-0.058781,-4.631786,0.997673
2271,2.271000,89.898781,95.867714,90.000000,-0.101217,-4.754595,0.997136
2272,2.272000,89.856995,95.887802,90.000000,-0.143004,-4.858023,0.996558
2273,2.273000,89.815887,95.907532,90.000000,-0.184108,-4.958247,0.995941
2274,2.274000,89.775490,95.926857,90.000000,-0.224508,-5.064100,0.995290
2275,2.275000,89.735809,95.945770,90.000000,-0.264185,-5.176062,0.994609
2276,2.276000,89.696884,95.964264,90.000000,-0.303117,-5.286311,0.993901
2277,2.277000,89.658714,95.982315,90.000000,-0.341284,-5.380959,0.993172
2278,2.278000,89.621338,95.999924,90.000000,-0.378659,-5.446978,0.992424
2279,2.279000,89.584763,96.017090,90.000000,-0.415235,-5.480052,0.991662
2280,2.280000,89.549019,96.033813,90.000000,-0.450977,-5.485267,0.990889
2281,2.281000,89.514122,96.050087,90.000000,-0.485872,-5.472142,0.990109
2282,2.282000,89.480087,96.065903,90.000000,-0.519907,-5.450191,0.989327
2283,2.283000,89.446938,96.081253,90.000000,-0.553061,-5.426485,0.988545
2284,2.284000,89.414688,96.096153,90.000000,-0.585313,-5.405038,0.987767
2285,2.285000,89.383347,96.110588,90.000000,-0.616650,-5.387086,0.986997
2286,2.286000,89.352943,96.124550,90.000000,-0.647051,-5.376635,0.986237
2287,2.287000,89.323494,96.138054,90.000000,-0.676503,-5.374033,0.985492
2288,2.288000,89.295013,96.151100,90.000000,-0.704985,-5.373925,0.984765
2289,2.289000,89.267509,96.163696,90.000000,-0.732490,-5.397738,0.984058
2290,2.290000,89.240997,96.175850,90.000000,-0.758998,-5.417137,0.983374
2291,2.291000,89.215492,96.187553,90.000000,-0.784502,-5.221881,0.982717
2292,2.292000,89.191025,96.198814,90.000000,-0.808974,-5.281380,0.982088
2293,2.293000,89.167580,96.209648,90.000000,-0.832416,-5.463783,0.981491
2294,2.294000,89.145195,96.220055,90.000000,-0.854805,-5.645830,0.980927
2295,2.295000,89.123856,96.230026,90.000000,-0.876142,-6.154356,0.980399
2296,2.296000,89.103600,96.239563,90.000000,-0.896401,-6.216623,0.979909
2297,2.297000,89.084427,96.248688,90.000000,-0.915573,-6.068238,0.979459
2298,2.298000,89.066338,96.257385,90.000000,-0.933659,-5.711651,0.979050
2299,2.299000,89.049355,96.265686,90.000000,-0.950639,-6.794708,0.978685
2300,2.300000,89.033493,96.273560,90.000000,-0.966506,-7.242002,0.978364
2301,2.301000,89.018738,96.281006,90.000000,-0.981259,-7.247051,0.978088
2302,2.302000,89.005119,96.288002,90.000000,-0.994878,-6.859381,0.977859
2303,2.303000,88.992638,96.294525,90.000000,-1.007357,-6.659342,0.977678
2304,2.304000,88.981293,96.300591,90.000000,-1.018702,-6.584704,0.977545
2305,2.305000,88.971115,96.306221,90.000000,-1.028886,-6.700744,0.977461
2306,2.306000,88.962074,96.311371,90.000000,-1.037922,-6.902655,0.977426
2307,2.307000,88.954201,96.316010,90.000000,-1.045798,-7.119969,0.977441
2308,2.308000,88.947487,96.320114,90.000000,-1.052512,-7.543020,0.977504
2309,2.309000,88.941948,96.323723,90.000000,-1.058051,-8.246765,0.977617
2310,2.310000,88.937584,96.326859,90.000000,-1.062415,-9.135732,0.977778
2311,2.311000,88.934387,96.329521,90.000000,-1.065612,-9.987841,0.977987
2312,2.312000,88.932373,96.331726,90.000000,-1.067627,-10.638935,0.978244
2313,2.313000,88.931534,96.333450,90.000000,-1.068467,-11.119291,0.978546
2314,2.314000,88.931870,96.334694,90.000000,-1.068125,-11.429793,0.978894
2315,2.315000,88.933395,96.335419,90.000000,-1.066602,-11.647149,0.979286
2316,2.316000,88.936104,96.335594,90.000000,-1.063897,-11.794592,0.979721
2317,2.317000,88.939980,96.335152,90.000000,-1.060018,-11.824825,0.980196
2318,2.318000,88.945030,96.334030,90.000000,-1.054964,-11.760999,0.980710
2319,2.319000,88.951271,96.332199,90.000000,-1.048728,-11.726843,0.981261
2320,2.320000,88.958672,96.329605,90.000000,-1.041324,-11.724016,0.981847
2321,2.321000,88.967247,96.326248,90.000000,-1.032752,-11.655085,0.982465
2322,2.322000,88.976982,96.322105,90.000000,-1.023019,-11.414148,0.983114
2323,2.323000,88.987869,96.317177,90.000000,-1.012125,-11.493601,0.983789
2324,2.324000,88.999924,96.311478,90.000000,-1.000076,-12.281963,0.984490
2325,2.325000,89.013115,96.304993,90.000000,-0.986880,-12.298736,0.985212
2326,2.326000,89.027451,96.297752,90.000000,-0.972544,-12.170027,0.985953
2327,2.327000,89.042915,96.289764,90.000000,-0.957080,-10.524553,0.986709
2328,2.328000,89.059509,96.281021,90.000000,-0.940490,-9.831026,0.987478
2329,2.329000,89.077209,96.271553,90.000000,-0.922786,-9.473529,0.988255
2330,2.330000,89.096024,96.261353,90.000000,-0.903975,-9.214064,0.989038
2331,2.331000,89.115929,96.250397,90.000000,-0.884072,-9.134119,0.989823
2332,2.332000,89.136909,96.238663,90.000000,-0.863090,-9.298325,0.990605
2333,2.333000,89.158958,96.226173,90.000000,-0.841042,-9.171144,0.991383
2334,2.334000,89.182068,96.213013,90.000000,-0.817929,-8.690626,0.992150
2335,2.335000,89.206230,96.199249,90.000000,-0.793770,-8.488934,0.992905
2336,2.336000,89.231407,96.184929,90.000000,-0.768587,-8.365486,0.993643
2337,2.337000,89.257614,96.170082,90.000000,-0.742387,-8.275098,0.994359
2338,2.338000,89.284813,96.154709,90.000000,-0.715182,-8.194909,0.995051
2339,2.339000,89.313011,96.138794,90.000000,-0.686987,-8.112198,0.995713
2340,2.340000,89.342171,96.122360,90.000000,-0.657829,-8.014585,0.996343
2341,2.341000,89.372284,96.105423,90.000000,-0.627715,-7.889593,0.996935
2342,2.342000,89.403328,96.088013,90.000000,-0.596672,-7.746665,0.997487
2343,2.343000,89.435295,96.070129,90.000000,-0.564700,-7.580979,0.997995
2344,2.344000,89.468163,96.051788,90.000000,-0.531833,-7.377030,0.998454
2345,2.345000,89.501915,96.032997,90.000000,-0.498085,-7.052341,0.998860
2346,2.346000,89.536522,96.013763,90.000000,-0.463476,-6.701296,0.999210
2347,2.347000,89.571976,95.994102,90.000000,-0.428021,-6.345059,0.999501
2348,2.348000,89.608261,95.974007,90.000000,-0.391739,-6.072903,0.999728
2349,2.349000,89.645332,95.953506,90.000000,-0.354664,-5.837627,0.999889
2350,2.350000,89.683189,95.932594,90.000000,-0.316805,-5.608945,0.999980
2351,2.351000,89.721817,95.911308,90.000000,-0.278180,-5.389784,0.999997
2352,2.352000,89.761169,95.889664,90.000000,-0.238824,-5.188503,0.999938
2353,2.353000,89.801254,95.867683,90.000000,-0.198745,-5.005950,0.999800
2354,2.354000,89.842026,95.845398,90.000000,-0.157975,-4.837400,0.999580
2355,2.355000,89.883461,95.822823,90.000000,-0.116537,-4.676629,0.999276
2356,2.356000,89.925545,95.799988,90.000000,-0.074456,-4.517486,0.998884
2357,2.357000,89.968254,95.776901,90.000000,-0.031740,-4.356189,0.998404
2358,2.358000,90.011559,95.753593,90.000000,0.011564,-4.188326,0.997832
2359,2.359000,90.055443,95.730064,90.000000,0.055447,-4.009503,0.997167
2360,2.360000,90.099884,95.706329,90.000000,0.099885,-3.815464,0.996407
2361,2.361000,90.144844,95.682404,90.000000,0.144848,-3.611304,0.995551
2362,2.362000,90.190308,95.658295,90.000000,0.190310,-3.436902,0.994598
2363,2.363000,90.236244,95.634026,90.000000,0.236249,-3.260865,0.993547
2364,2.364000,90.282631,95.609604,90.000000,0.282633,-3.101600,0.992396
2365,2.365000,90.329445,95.585045,90.000000,0.329447,-2.967553,0.991147
2366,2.366000,90.376656,95.560349,90.000000,0.376658,-2.854595,0.989797
2367,2.367000,90.424232,95.535530,90.000000,0.424237,-2.755234,0.988348
2368,2.368000,90.472160,95.510620,90.000000,0.472164,-2.663046,0.986800
2369,2.369000,90.520409,95.485626,90.000000,0.520413,-2.573156,0.985152
2370,2.370000,90.568954,95.460548,90.000000,0.568955,-2.481699,0.983407
2371,2.371000,90.617760,95.435410,90.000000,0.617763,-2.385237,0.981564
2372,2.372000,90.666801,95.410217,90.000000,0.666804,-2.280198,0.979625
2373,2.373000,90.716064,95.384979,90.000000,0.716063,-2.162641,0.977591
2374,2.374000,90.765503,95.359711,90.000000,0.765507,-2.043158,0.975464
2375,2.375000,90.815109,95.334404,90.000000,0.815108,-1.905252,0.973246
2376,2.376000,90.864838,95.309067,90.000000,0.864838,-1.748206,0.970940
2377,2.377000,90.914673,95.283714,90.000000,0.914672,-1.576894,0.968546
2378,2.378000,90.964577,95.258354,90.000000,0.964580,-1.399661,0.966069
2379,2.379000,91.014534,95.232979,90.000000,1.014536,-1.225740,0.963511
2380,2.380000,91.064514,95.207611,90.000000,1.064519,-1.059545,0.960874
2381,2.381000,91.114487,95.182251,90.000000,1.114489,-0.898647,0.958162
2382,2.382000,91.164429,95.156921,90.000000,1.164431,-0.741379,0.955378
2383,2.383000,91.214302,95.131607,90.000000,1.214305,-0.585723,0.952526
2384,2.384000,91.264091,95.106346,90.000000,1.264097,-0.430122,0.949609
2385,2.385000,91.313766,95.081131,90.000000,1.313766,-0.273663,0.946632
2386,2.386000,91.363297,95.055984,90.000000,1.363299,-0.115970,0.943598
2387,2.387000,91.412659,95.030914,90.000000,1.412661,0.042937,0.940511
2388,2.388000,91.461823,95.005928,90.000000,1.461824,0.202702,0.937376
2389,2.389000,91.510757,94.981049,90.000000,1.510763,0.362516,0.934196
2390,2.390000,91.559456,94.956276,90.000000,1.559455,0.531715,0.930978
2391,2.391000,91.607864,94.931618,90.000000,1.607867,0.718094,0.927724
2392,2.392000,91.655968,94.907082,90.000000,1.655972,0.891916,0.924439
2393,2.393000,91.703751,94.882698,90.000000,1.703750,1.040829,0.921129
2394,2.394000,91.751167,94.858444,90.000000,1.751172,1.166697,0.917798
2395,2.395000,91.798203,94.834366,90.000000,1.798204,1.285538,0.914451
2396,2.396000,91.844833,94.810440,90.000000,1.844834,1.409793,0.911092
2397,2.397000,91.891022,94.786697,90.000000,1.891027,1.544173,0.907727
2398,2.398000,91.936760,94.763138,90.000000,1.936761,1.689533,0.904361
2399,2.399000,91.982010,94.739784,90.000000,1.982012,1.841492,0.900997
2400,2.400000,92.026756,94.716637,90.000000,2.026756,2.001113,0.897641
2401,2.401000,92.070961,94.693710,90.000000,2.070961,2.174594,0.894299
2402,2.402000,92.114601,94.670998,90.000000,2.114606,2.342252,0.890974
2403,2.403000,92.157669,94.648521,90.000000,2.157670,2.513469,0.887672
2404,2.404000,92.200127,94.626282,90.000000,2.200127,2.689741,0.884397
2405,2.405000,92.241951,94.604286,90.000000,2.241955,2.863917,0.881154
2406,2.406000,92.283127,94.582535,90.000000,2.283127,3.038075,0.877947
2407,2.407000,92.323624,94.561050,90.000000,2.323623,3.215585,0.874782
2408,2.408000,92.363411,94.539841,90.000000,2.363416,3.428384,0.871662
2409,2.409000,92.402496,94.518913,90.000000,2.402498,3.656082,0.868592
2410,2.410000,92.440826,94.498268,90.000000,2.440830,3.895871,0.865577
2411,2.411000,92.478401,94.477928,90.000000,2.478402,4.148426,0.862620
2412,2.412000,92.515182,94.457909,90.000000,2.515183,4.414287,0.859726
2413,2.413000,92.551163,94.438210,90.000000,2.551164,4.694069,0.856899
2414,2.414000,92.586319,94.418831,90.000000,2.586319,4.988805,0.854142
2415,2.415000,92.620621,94.399803,90.000000,2.620620,5.300527,0.851459
2416,2.416000,92.654068,94.381126,90.000000,2.654068,5.632736,0.848855
2417,2.417000,92.686615,94.362823,90.000000,2.686621,5.989046,0.846332
2418,2.418000,92.718277,94.344910,90.000000,2.718279,6.367564,0.843895
2419,2.419000,92.749008,94.327385,90.000000,2.749014,6.754198,0.841545
2420,2.420000,92.778809,94.310287,90.000000,2.778808,7.124883,0.839287
2421,2.421000,92.807640,94.293617,90.000000,2.807645,7.457172,0.837124
2422,2.422000,92.835518,94.277412,90.000000,2.835519,7.740999,0.835058
2423,2.423000,92.862396,94.261665,90.000000,2.862396,7.984754,0.833092
2424,2.424000,92.888275,94.246429,90.000000,2.888275,8.216810,0.831228
2425,2.425000,92.913132,94.231705,90.000000,2.913137,8.406464,0.829470
2426,2.426000,92.936958,94.217514,90.000000,2.936961,8.373785,0.827819
2427,2.427000,92.959747,94.203896,90.000000,2.959746,8.411013,0.826278
2428,2.428000,92.981461,94.190865,90.000000,2.981466,8.492964,0.824848
2429,2.429000,93.002113,94.178429,90.000000,3.002114,8.450321,0.823532
2430,2.430000,93.021683,94.166611,90.000000,3.021682,8.089414,0.822330
2431,2.431000,93.040146,94.155418,90.000000,3.040151,8.072790,0.821245
2432,2.432000,93.057510,94.144852,90.000000,3.057513,8.194915,0.820278
2433,2.433000,93.073761,94.134926,90.000000,3.073763,8.277514,0.819431
2434,2.434000,93.088882,94.125626,90.000000,3.088885,8.326929,0.818704
2435,2.435000,93.102867,94.116951,90.000000,3.102866,8.296082,0.818098
2436,2.436000,93.115707,94.108894,90.000000,3.115714,7.922000,0.817614
2437,2.437000,93.127396,94.101440,90.000000,3.127400,7.575827,0.817253
2438,2.438000,93.137939,94.094566,90.000000,3.137939,7.928232,0.817015
2439,2.439000,93.147308,94.088272,90.000000,3.147310,9.425713,0.816900
2440,2.440000,93.155510,94.082581,90.000000,3.155513,10.582719,0.816910
2441,2.441000,93.162529,94.077477,90.000000,3.162534,11.471596,0.817043
2442,2.442000,93.168381,94.072952,90.000000,3.168381,12.190502,0.817300
2443,2.443000,93.173042,94.069000,90.000000,3.173046,12.910106,0.817681
2444,2.444000,93.176529,94.065582,90.000000,3.176530,13.800245,0.818185
2445,2.445000,93.178818,94.062698,90.000000,3.178818,14.516771,0.818811
2446,2.446000,93.179916,94.060448,90.000000,3.179917,14.559784,0.819558
2447,2.447000,93.179825,94.058922,90.000000,3.179829,14.904908,0.820427
2448,2.448000,93.178543,94.058174,90.000000,3.178545,15.397807,0.821415
2449,2.449000,93.176064,94.058273,90.000000,3.176065,15.665998,0.822521
2450,2.450000,93.172401,94.059250,90.000000,3.172404,15.665316,0.823745
2451,2.451000,93.167549,94.061165,90.000000,3.167548,15.370060,0.825084
2452,2.452000,93.161499,94.064072,90.000000,3.161503,14.953223,0.826536
2453,2.453000,93.154274,94.067963,90.000000,3.154277,14.905539,0.828101
2454,2.454000,93.145874,94.072861,90.000000,3.145876,15.482809,0.829774
2455,2.455000,93.136292,94.078781,90.000000,3.136293,15.822866,0.831555
2456,2.456000,93.125542,94.085747,90.000000,3.125542,16.098974,0.833442
2457,2.457000,93.113625,94.093750,90.000000,3.113630,16.323887,0.835430
2458,2.458000,93.100563,94.102768,90.000000,3.100564,16.763252,0.837518
2459,2.459000,93.086349,94.112762,90.000000,3.086351,17.029373,0.839703
2460,2.460000,93.070992,94.123718,90.000000,3.070996,17.323689,0.841982
2461,2.461000,93.054512,94.135666,90.000000,3.054515,19.382378,0.844351
2462,2.462000,93.036911,94.148621,90.000000,3.036914,19.019409,0.846808
2463,2.463000,93.018204,94.162605,90.000000,3.018206,18.107979,0.849348
2464,2.464000,92.998398,94.177628,90.000000,2.998398,17.070789,0.851968
2465,2.465000,92.977509,94.193726,90.000000,2.977511,16.201542,0.854664
2466,2.466000,92.955559,94.210907,90.000000,2.955559,15.249032,0.857432
2467,2.467000,92.932541,94.229172,90.000000,2.932542,14.824260,0.860269
2468,2.468000,92.908493,94.248672,90.000000,2.908493,14.445795,0.863170
2469,2.469000,92.883408,94.269386,90.000000,2.883412,13.885900,0.866130
2470,2.470000,92.857323,94.291252,90.000000,2.857327,13.223449,0.869146
2471,2.471000,92.830254,94.314201,90.000000,2.830253,12.336567,0.872212
2472,2.472000,92.802200,94.338158,90.000000,2.802201,11.368232,0.875325
2473,2.473000,92.773201,94.363037,90.000000,2.773200,10.353874,0.878480
2474,2.474000,92.743263,94.388802,90.000000,2.743263,9.337290,0.881672
2475,2.475000,92.712410,94.415421,90.000000,2.712411,8.365262,0.884895
2476,2.476000,92.680672,94.442848,90.000000,2.680671,7.471564,0.888147
2477,2.477000,92.648056,94.471046,90.000000,2.648057,6.669436,0.891420
2478,2.478000,92.614594,94.499954,90.000000,2.614596,5.956298,0.894712
2479,2.479000,92.580299,94.529488,90.000000,2.580302,5.323004,0.898016
2480,2.480000,92.545204,94.559586,90.000000,2.545208,4.757578,0.901328
2481,2.481000,92.509331,94.590179,90.000000,2.509336,4.247588,0.904643
2482,2.482000,92.472702,94.621185,90.000000,2.472706,3.780388,0.907956
2483,2.483000,92.435341,94.652550,90.000000,2.435345,3.342424,0.911263
2484,2.484000,92.397278,94.684212,90.000000,2.397280,2.947790,0.914559
2485,2.485000,92.358528,94.716110,90.000000,2.358532,2.614418,0.917838
2486,2.486000,92.319130,94.748222,90.000000,2.319129,2.246549,0.921097
2487,2.487000,92.279099,94.780495,90.000000,2.279097,1.793262,0.924330
2488,2.488000,92.238464,94.812897,90.000000,2.238465,1.152920,0.927534
2489,2.489000,92.197258,94.845398,90.000000,2.197258,0.471422,0.930704
2490,2.490000,92.155487,94.877960,90.000000,2.155491,-0.007126,0.933835
2491,2.491000,92.113213,94.910568,90.000000,2.113213,-0.411159,0.936923
2492,2.492000,92.070435,94.943207,90.000000,2.070435,-0.832318,0.939965
2493,2.493000,92.027184,94.975822,90.000000,2.027186,-1.318539,0.942957
2494,2.494000,91.983498,95.008415,90.000000,1.983500,-1.757288,0.945894
2495,2.495000,91.939400,95.040932,90.000000,1.939405,-2.131084,0.948773
2496,2.496000,91.894920,95.073326,90.000000,1.894920,-2.435903,0.951591
2497,2.497000,91.850075,95.105560,90.000000,1.850080,-2.677797,0.954345
2498,2.498000,91.804901,95.137604,90.000000,1.804905,-2.870613,0.957032
2499,2.499000,91.759430,95.169441,90.000000,1.759436,-3.025296,0.959648
2500,2.500000,91.713692,95.201019,90.000000,1.713694,-3.149059,0.962191
2501,2.501000,91.667702,95.232323,90.000000,1.667707,-3.247340,0.964658
2502,2.502000,91.621498,95.263329,90.000000,1.621500,-3.325439,0.967048
2503,2.503000,91.575104,95.294006,90.000000,1.575110,-3.386575,0.969358
2504,2.504000,91.528549,95.324348,90.000000,1.528555,-3.374707,0.971586
2505,2.505000,91.481865,95.354340,90.000000,1.481871,-3.324367,0.973731
2506,2.506000,91.435074,95.383972,90.000000,1.435077,-3.254388,0.975792
2507,2.507000,91.388206,95.413231,90.000000,1.388209,-3.164337,0.977766
2508,2.508000,91.341293,95.442123,90.000000,1.341292,-3.054705,0.979654
2509,2.509000,91.294350,95.470634,90.000000,1.294355,-2.925951,0.981454
2510,2.510000,91.247421,95.498779,90.000000,1.247425,-2.775443,0.983166
2511,2.511000,91.200516,95.526543,90.000000,1.200522,-2.593606,0.984790
2512,2.512000,91.153687,95.553932,90.000000,1.153687,-2.372299,0.986325
2513,2.513000,91.106934,95.580956,90.000000,1.106935,-2.165100,0.987771
2514,2.514000,91.060295,95.607628,90.000000,1.060298,-2.042103,0.989130
2515,2.515000,91.013794,95.633957,90.000000,1.013798,-2.015675,0.990401
2516,2.516000,90.967468,95.659935,90.000000,0.967469,-2.077692,0.991585
2517,2.517000,90.921326,95.685600,90.000000,0.921331,-2.215893,0.992683
2518,2.518000,90.875412,95.710945,90.000000,0.875412,-2.351068,0.993696
2519,2.519000,90.829742,95.735992,90.000000,0.829745,-2.535333,0.994626
2520,2.520000,90.784340,95.760765,90.000000,0.784345,-2.758576,0.995474
2521,2.521000,90.739235,95.785255,90.000000,0.739238,-3.052207,0.996241
2522,2.522000,90.694458,95.809486,90.000000,0.694459,-3.394226,0.996930
2523,2.523000,90.650017,95.833458,90.000000,0.650022,-3.713499,0.997542
2524,2.524000,90.605957,95.857147,90.000000,0.605961,-3.992810,0.998080
2525,2.525000,90.562294,95.880547,90.000000,0.562295,-4.225982,0.998546
2526,2.526000,90.519043,95.903641,90.000000,0.519047,-4.417758,0.998941
2527,2.527000,90.476250,95.926422,90.000000,0.476249,-4.565838,0.999270
2528,2.528000,90.433914,95.948875,90.000000,0.433915,-4.677492,0.999534
2529,2.529000,90.392075,95.970963,90.000000,0.392080,-4.762019,0.999736
2530,2.530000,90.350754,95.992676,90.000000,0.350758,-4.830339,0.999879
2531,2.531000,90.309975,96.013992,90.000000,0.309974,-4.893679,0.999966
2532,2.532000,90.269753,96.034897,90.000000,0.269751,-4.961386,0.999999
2533,2.533000,90.230110,96.055374,90.000000,0.230116,-5.039218,0.999983
2534,2.534000,90.191078,96.075432,90.000000,0.191081,-5.128271,0.999920
2535,2.535000,90.152672,96.095039,90.000000,0.152675,-5.224377,0.999812
2536,2.536000,90.114914,96.114212,90.000000,0.114918,-5.318137,0.999664
2537,2.537000,90.077827,96.132942,90.000000,0.077830,-5.397204,0.999479
2538,2.538000,90.041420,96.151222,90.000000,0.041425,-5.451735,0.999259
2539,2.539000,90.005737,96.169067,90.000000,0.005737,-5.479556,0.999009
2540,2.540000,89.970772,96.186455,90.000000,-0.029226,-5.485095,0.998731
2541,2.541000,89.936562,96.203392,90.000000,-0.063439,-5.474553,0.998428
2542,2.542000,89.903107,96.219879,90.000000,-0.096893,-5.454198,0.998103
2543,2.543000,89.870445,96.235909,90.000000,-0.129555,-5.429757,0.997761
2544,2.544000,89.838577,96.251472,90.000000,-0.161418,-5.404922,0.997403
2545,2.545000,89.807533,96.266571,90.000000,-0.192461,-5.380961,0.997033
2546,2.546000,89.777336,96.281212,90.000000,-0.222664,-5.365671,0.996654
2547,2.547000,89.747978,96.295387,90.000000,-0.252020,-5.357253,0.996268
2548,2.548000,89.719490,96.309105,90.000000,-0.280509,-5.364773,0.995879
2549,2.549000,89.691887,96.322372,90.000000,-0.308110,-5.391273,0.995490
2550,2.550000,89.665184,96.335190,90.000000,-0.334816,-5.439594,0.995103
2551,2.551000,89.639389,96.347557,90.000000,-0.360607,-5.466769,0.994720
2552,2.552000,89.614532,96.359489,90.000000,-0.385469,-5.285647,0.994345
2553,2.553000,89.590607,96.370987,90.000000,-0.409395,-5.281207,0.993979
2554,2.554000,89.567635,96.382050,90.000000,-0.432365,-5.421621,0.993625
2555,2.555000,89.545624,96.392693,90.000000,-0.454371,-5.641130,0.993284
2556,2.556000,89.524597,96.402893,90.000000,-0.475402,-6.152708,0.992960
2557,2.557000,89.504555,96.412674,90.000000,-0.495441,-6.165898,0.992654
2558,2.558000,89.485519,96.422020,90.000000,-0.514477,-6.050186,0.992367
2559,2.559000,89.467491,96.430946,90.000000,-0.532509,-5.709353,0.992101
2560,2.560000,89.450485,96.439468,90.000000,-0.549516,-6.602762,0.991859
2561,2.561000,89.434502,96.447571,90.000000,-0.565499,-7.097853,0.991640
2562,2.562000,89.419556,96.455246,90.000000,-0.580443,-7.133546,0.991447
2563,2.563000,89.405655,96.462463,90.000000,-0.594343,-6.725829,0.991280
2564,2.564000,89.392815,96.469215,90.000000,-0.607183,-6.595626,0.991140
2565,2.565000,89.381035,96.475517,90.000000,-0.618965,-6.433070,0.991029
2566,2.566000,89.370316,96.481377,90.000000,-0.629682,-6.503763,0.990946
